,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
77,4,3,0.24025338122776266,17,76,-0.08318376022278404,0.06798904629493698,63,3,-0.07138487471607603,-0.3859149530652872
78,0,3,0.24025338122776266,17,47,-0.802320784084273,-1.51456252856746,25,3,0.15161561052379613,-0.8499321178594166
79,7,3,1.110753552529327,17,79,-0.08318376022278404,0.06798904629493698,46,3,0.5232830859235825,-0.21173004812718343
80,4,4,0.24025338122776266,14,79,-0.08318376022278404,0.06798904629493698,63,3,-0.24482969656930995,-0.04159993933681899
81,1,4,-1.6031587462343726,39,34,-0.08318376022278404,1.6567467057646377,62,7,-1.434165617848627,0.5492581021351888
82,7,3,-0.5790408976442973,17,79,-0.08318376022278404,0.06798904629493698,88,3,-0.5545525927357988,-0.3787762274530698
83,10,3,0.24025338122776266,17,90,-0.802320784084273,-0.7263897834399132,1,3,0.15161561052379613,-1.0369667288995117
84,0,3,0.24025338122776266,37,43,-0.802320784084273,-1.51456252856746,42,3,0.027726452057200486,-1.0426777093892858
85,4,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,44,3,0.7091168236234757,0.3193911374217893
86,7,4,0.24025338122776266,14,76,-0.08318376022278404,0.06798904629493698,98,3,-0.3067742758026075,-0.6086431921664693
87,7,3,0.24025338122776266,17,31,-0.08318376022278404,0.06798904629493698,88,3,-0.14571836979603342,-0.7514319818620413
88,2,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,15,3,0.15161561052379613,0.46216564966613677
89,4,4,-0.9374821446508234,14,76,-0.08318376022278404,0.06798904629493698,63,3,-1.0748870582955,0.7477146741548317
90,2,1,0.24025338122776266,17,19,-0.08318376022278404,-1.51456252856746,41,3,0.461338506690285,-0.6086431921664693
91,0,3,0.24025338122776266,17,76,-1.1618892960150173,-1.51456252856746,29,3,0.15161561052379613,-0.6229206433909041
92,7,3,-0.9374821446508234,17,76,1.3550902875001938,1.6567467057646377,63,3,-0.7279974145890324,0.1023738788103812
93,4,1,0.24025338122776266,17,40,-0.08318376022278404,0.06798904629493698,15,3,0.7091168236234757,0.09951838856549411
94,2,4,-0.5790408976442973,17,86,-0.08318376022278404,0.06798904629493698,88,3,-1.0253313949088618,-0.10893239931125315
95,0,0,-0.9374821446508234,15,79,-0.08318376022278404,0.06798904629493698,63,3,-0.7156084987423729,-0.397336914044835
96,4,3,0.24025338122776266,17,86,-0.08318376022278404,-1.51456252856746,81,2,0.15161561052379613,-0.7501327338006177
97,4,3,0.24025338122776266,17,48,-0.802320784084273,0.06798904629493698,81,2,0.15161561052379613,-0.9141806483693729
98,2,3,0.24025338122776266,17,0,-0.44275227215352847,0.06798904629493698,107,3,-0.09616270640939516,-0.7828280971045732
99,7,1,0.24025338122776266,14,117,0.6359532636387049,0.06798904629493698,90,3,0.6719500760834973,0.1766166251774418
100,7,3,0.24025338122776266,17,86,-0.08318376022278404,0.06798904629493698,73,3,-0.20766294902933125,-0.5800882897175998
101,7,3,0.24025338122776266,17,7,-0.802320784084273,1.5822736904769952,14,3,0.027726452057200486,-1.1083539850216855
102,4,3,0.24025338122776266,17,79,-0.08318376022278404,-1.51456252856746,54,2,0.15161561052379613,-0.68288593853353
103,7,4,-0.9374821446508234,14,86,-0.08318376022278404,0.06798904629493698,29,3,-0.8642754889022877,-0.008990240740209944
104,13,4,-0.8350703597918161,36,31,-0.08318376022278404,0.06798904629493698,88,6,-1.0228536117395297,0.30654143131979794
105,7,3,-0.5790408976442973,14,31,-0.44275227215352847,0.06798904629493698,24,3,-0.6164971719690964,-0.6657529970642084
106,10,3,0.24025338122776266,17,48,-0.802320784084273,-1.51456252856746,26,3,-0.28199644410928837,-1.0142655814526604
107,2,4,-0.5790408976442973,14,86,-0.08318376022278404,0.06798904629493698,24,3,-0.963386815675564,0.09666289832060722
108,11,1,0.24025338122776266,17,117,1.3550902875001938,0.06798904629493698,44,3,0.15161561052379613,0.24800388129961556
109,10,3,-0.5790408976442973,14,86,-0.08318376022278404,0.06798904629493698,88,3,-0.6164971719690964,0.5064257484618843
110,2,4,0.24025338122776266,17,76,1.3550902875001938,0.06798904629493698,29,3,-0.7156084987423729,0.19517731176920697
111,4,4,-0.9374821446508234,7,41,-0.08318376022278404,0.06798904629493698,11,3,-1.0501092266021808,0.3622234910950934
112,10,0,-0.9374821446508234,15,31,-0.08318376022278404,0.06798904629493698,88,3,-0.8766644047489469,0.39077839354396304
113,7,3,-0.5790408976442973,29,79,-0.802320784084273,1.5822736904769952,63,3,-0.5545525927357988,-0.5758050543502693
114,4,4,-0.9374821446508234,14,79,-0.08318376022278404,0.06798904629493698,63,3,-1.0748870582955,0.7191597717059621
116,7,3,-0.5790408976442973,17,76,-0.08318376022278404,1.6567467057646377,63,3,-0.5545525927357988,-0.05896132002573164
117,4,3,0.24025338122776266,14,76,-0.08318376022278404,0.06798904629493698,24,3,0.10205994713715788,0.007186111497074655
118,2,3,1.110753552529327,17,48,-0.802320784084273,-1.51456252856746,39,3,-0.09616270640939516,-0.8013887836963385
119,2,3,0.24025338122776266,17,76,-0.08318376022278404,0.06798904629493698,24,3,-0.46783018180918184,-0.010417985862653387
120,0,3,0.24025338122776266,15,0,-0.44275227215352847,-1.51456252856746,88,3,0.027726452057200486,-0.922747119104034
121,11,1,0.24025338122776266,17,117,1.3550902875001938,0.06798904629493698,82,3,-0.3439410233425862,1.5936536592025905
122,10,3,0.24025338122776266,17,31,-0.08318376022278404,0.06798904629493698,24,3,0.15161561052379613,-0.7085853507375125
123,7,3,1.110753552529327,17,76,1.3550902875001938,1.6567467057646377,83,3,0.5232830859235825,0.20802701787119837
124,0,3,0.24025338122776266,37,43,-0.802320784084273,0.06798904629493698,42,3,0.027726452057200486,-0.9627239825324512
126,7,3,-0.5790408976442973,17,79,-0.08318376022278404,-1.51456252856746,63,3,-0.5545525927357988,-0.4473079933303567
127,2,3,-0.5790408976442973,37,12,-0.802320784084273,-1.1235791983073384,14,6,-0.5297747610424797,-1.2097381661663968
128,4,3,1.110753552529327,17,76,1.3550902875001938,0.06798904629493698,73,3,0.8949505613233689,0.3864951581766327
129,7,3,1.110753552529327,17,79,-0.08318376022278404,0.06798904629493698,63,3,0.5232830859235825,-0.28168955912691374
130,4,3,0.24025338122776266,37,31,-0.08318376022278404,-1.51456252856746,12,3,0.3498382640703486,-0.6943221769643023
131,4,3,0.24025338122776266,17,48,-0.802320784084273,-1.51456252856746,81,3,0.15161561052379613,-0.965579472777338
132,0,4,-0.5790408976442973,14,76,-0.08318376022278404,0.06798904629493698,63,3,-0.5917193402757772,-0.3445103445144266
133,0,3,0.24025338122776266,17,47,-0.802320784084273,0.06798904629493698,25,3,6.346073533853573,-0.7899668227167906
134,7,3,0.24025338122776266,37,86,-0.08318376022278404,-1.51456252856746,88,3,-0.03421812717609762,-0.7528454495332604
135,7,3,-0.5790408976442973,17,76,-0.08318376022278404,0.06798904629493698,63,3,-0.5545525927357988,-0.19602485178030515
136,10,3,0.24025338122776266,37,36,-0.802320784084273,-1.51456252856746,106,3,-0.22005186487599082,-1.246331273654623
137,2,1,1.110753552529327,17,40,-0.08318376022278404,0.06798904629493698,90,3,1.1427288782565603,-0.2674121079024789
138,10,3,0.24025338122776266,17,31,-0.802320784084273,-1.51456252856746,39,3,0.15161561052379613,-0.8941922166551642
139,7,3,-0.9374821446508234,14,31,-0.802320784084273,0.06798904629493698,88,3,-0.9386089839822448,-0.6086431921664693
140,0,3,1.110753552529327,14,47,-0.802320784084273,-1.51456252856746,25,3,1.1427288782565603,-0.6714639775539822
141,10,3,-0.5790408976442973,14,79,-0.08318376022278404,0.06798904629493698,66,3,-0.405885602575884,-0.013244921205091553
142,10,1,0.24025338122776266,14,117,-0.08318376022278404,0.06798904629493698,35,3,0.3993939274569869,-0.36592652135107867
143,16,3,0.24025338122776266,37,63,-0.802320784084273,1.5822736904769952,26,3,0.027726452057200486,-0.7471344690434863
144,7,3,0.24025338122776266,37,90,-0.802320784084273,0.06798904629493698,9,3,-0.2696075282626288,-1.079799082572816
145,2,4,-0.5790408976442973,17,76,-0.08318376022278404,0.06798904629493698,63,3,-1.0253313949088618,-0.0375451431890794
146,7,4,-1.3471292840868538,13,28,-0.08318376022278404,1.6567467057646377,52,3,-1.3722210386153293,1.2688416438467
147,2,3,0.24025338122776266,17,36,-0.802320784084273,-1.51456252856746,106,3,-0.09616270640939516,-1.115492710633903
149,0,3,0.24025338122776266,37,48,-0.802320784084273,-1.51456252856746,26,3,0.027726452057200486,-0.9684349630222249
150,4,1,0.24025338122776266,17,117,1.3550902875001938,1.6567467057646377,90,3,0.59761658100354,0.17698783890927694
151,4,1,0.24025338122776266,17,117,-0.08318376022278404,0.06798904629493698,90,3,0.6719500760834973,-0.3230941676777744
152,10,3,0.24025338122776266,37,31,-0.802320784084273,-0.7263897834399132,88,3,-0.22005186487599082,-0.8956199617776077
153,11,1,1.110753552529327,17,117,1.3550902875001938,0.06798904629493698,15,3,0.8949505613233689,1.091801248663709
154,7,4,-0.5790408976442973,17,82,-0.802320784084273,0.06798904629493698,88,3,-0.740386330435692,-0.06181681027061853
155,7,3,0.24025338122776266,17,79,-0.44275227215352847,0.06798904629493698,54,3,-0.20766294902933125,-0.7228628019619473
156,10,0,-0.5790408976442973,15,0,-0.802320784084273,0.06798904629493698,88,3,-0.4182745184225436,-0.7085853507375125
157,2,0,-0.9374821446508234,6,79,-0.08318376022278404,0.06798904629493698,88,3,-1.211165132608755,0.27084780325871105
158,4,0,0.24025338122776266,6,76,-0.08318376022278404,0.06798904629493698,63,3,-0.6412750036624155,-0.10893239931125315
159,16,3,0.24025338122776266,37,107,-0.802320784084273,1.5822736904769952,26,3,0.027726452057200486,-0.9684349630222249
160,2,3,0.24025338122776266,37,43,-0.802320784084273,-1.51456252856746,5,3,-0.05899595886941674,-1.031255748409738
161,0,3,1.110753552529327,14,79,-0.802320784084273,0.06798904629493698,29,3,1.1427288782565603,-0.457302209187461
162,4,3,0.24025338122776266,17,79,-0.08318376022278404,0.06798904629493698,54,3,0.0648931995971789,-0.5672385836156086
163,10,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,44,3,0.5232830859235825,-0.06610004563794886
164,0,3,0.24025338122776266,37,36,-0.802320784084273,-1.51456252856746,106,3,0.027726452057200486,-1.1097817301441288
165,11,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,15,3,0.3993939274569869,0.961876442521353
166,0,3,0.24025338122776266,37,61,-0.802320784084273,-1.51456252856746,16,3,0.027726452057200486,-1.0876374032950307
167,4,1,0.24025338122776266,17,117,-0.08318376022278404,0.06798904629493698,90,3,0.59761658100354,-0.09252760785437761
168,0,3,1.110753552529327,14,79,-0.08318376022278404,0.06798904629493698,29,3,1.1427288782565603,-0.3873426981877307
169,7,3,-0.9374821446508234,14,79,-0.802320784084273,1.5822736904769952,63,3,-0.7279974145890324,-0.5301172104320782
170,8,4,-1.0910998219393349,4,31,-0.08318376022278404,0.06798904629493698,88,3,-1.2731097118420527,0.3193911374217893
171,7,3,1.110753552529327,14,31,-0.44275227215352847,-1.5083564439601564,54,3,0.7834503187034332,-0.6086431921664693
172,10,3,0.24025338122776266,37,95,-0.802320784084273,1.5822736904769952,9,3,0.15161561052379613,-1.1654637899194245
173,16,3,0.24025338122776266,37,0,-0.802320784084273,1.5822736904769952,88,3,4.116068681454854,-0.9084696678795992
174,7,3,1.110753552529327,17,79,-0.08318376022278404,0.06798904629493698,46,3,0.5232830859235825,-0.2888282847391309
175,4,3,0.24025338122776266,37,0,-0.08318376022278404,-1.51456252856746,88,3,0.2755047689903912,-0.9513020215529032
176,0,3,0.24025338122776266,37,48,-0.802320784084273,-0.7263897834399132,26,3,0.027726452057200486,-0.965579472777338
177,11,1,1.6740183692538675,17,32,4.23163838294615,0.06798904629493698,57,3,2.8771770967888983,2.389621564964828
178,10,3,0.24025338122776266,17,31,-0.08318376022278404,0.06798904629493698,56,3,-0.22005186487599082,-0.4458802482079132
179,7,0,-0.9374821446508234,13,79,-0.08318376022278404,0.06798904629493698,63,3,-0.9757757315222234,0.5335529057883105
180,4,3,0.24025338122776266,17,76,1.3550902875001938,0.06798904629493698,73,2,-0.07138487471607603,-0.10893239931125315
181,4,4,-0.9374821446508234,17,79,-0.08318376022278404,0.06798904629493698,63,3,-1.0501092266021808,0.39077839354396304
182,10,0,-0.6302467900738009,13,76,1.3550902875001938,1.6567467057646377,63,3,-0.8394976572089685,1.0332636986435266
183,16,3,0.24025338122776266,37,31,-0.08318376022278404,-0.7263897834399132,88,3,-0.09616270640939516,-0.4744351506567827
184,18,3,0.24025338122776266,14,79,-0.08318376022278404,0.06798904629493698,29,3,-0.158107285642693,0.10522936905526808
185,4,3,1.110753552529327,6,76,1.3550902875001938,1.6567467057646377,105,3,0.8577838137833905,0.6049401619104843
186,4,3,0.24025338122776266,16,117,1.3550902875001938,1.6567467057646377,90,3,-0.021829211329437773,1.815668025742551
187,10,1,0.24025338122776266,14,40,-0.08318376022278404,0.06798904629493698,90,3,0.3993939274569869,-0.4944235823709913
188,0,4,-0.9374821446508234,14,42,-0.08318376022278404,0.06798904629493698,62,3,-1.1863873009154358,-0.1945971066578617
189,4,3,1.110753552529327,17,76,-0.08318376022278404,0.06798904629493698,73,3,0.8949505613233689,-0.057533574903288004
191,17,3,-0.5790408976442973,14,36,-0.802320784084273,0.06798904629493698,106,3,-0.963386815675564,-1.2354233009191546
192,18,4,-0.9374821446508234,14,31,-0.08318376022278404,0.06798904629493698,29,3,-0.963386815675564,-0.17903468482322782
193,10,3,1.110753552529327,3,79,-0.08318376022278404,0.06798904629493698,29,3,0.8949505613233689,-0.6100709372889128
194,4,0,-0.9374821446508234,15,76,-0.08318376022278404,-1.51456252856746,63,3,-0.5669415085824581,-0.4087588750243829
195,7,3,1.110753552529327,14,79,-0.08318376022278404,-1.51456252856746,46,3,0.5232830859235825,-0.30167799084112235
196,14,1,1.110753552529327,16,103,4.23163838294615,-1.51456252856746,32,3,1.7497857547428786,7.101180469028293
197,7,3,-0.9374821446508234,17,79,-0.08318376022278404,1.6567467057646377,63,3,-0.7279974145890324,-0.237429460331166
198,7,1,1.110753552529327,14,117,1.3550902875001938,0.06798904629493698,90,3,1.5763409328896447,0.3622234910950934
199,7,3,1.110753552529327,17,76,-0.08318376022278404,0.06798904629493698,83,3,0.5232830859235825,-0.11464337980102711
200,4,1,0.24025338122776266,19,117,1.3550902875001938,0.06798904629493698,15,3,0.7091168236234757,1.027552718153753
201,10,3,0.24025338122776266,37,63,-0.802320784084273,-0.7263897834399132,26,3,0.027726452057200486,-0.9027586873898251
202,0,3,0.24025338122776266,17,86,-0.08318376022278404,-1.51456252856746,24,3,0.18878235806377455,-0.5472501519013999
203,10,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,15,3,1.3905071951897516,0.8904891863991792
204,4,5,0.24025338122776266,5,53,1.3550902875001938,0.06798904629493698,8,3,0.8949505613233689,2.755124316310357
205,10,1,0.24025338122776266,17,117,1.3550902875001938,1.6567467057646377,15,3,0.3993939274569869,0.3893506484215196
206,4,3,0.24025338122776266,25,0,-0.44275227215352847,-1.51456252856746,88,3,0.2755047689903912,-0.9798569240017728
207,4,4,-0.9374821446508234,13,76,-0.08318376022278404,0.06798904629493698,63,3,-1.0748870582955,1.1760382108878742
208,4,4,-0.9374821446508234,17,76,-0.08318376022278404,0.06798904629493698,63,3,0.002948620363881357,0.46216564966613677
210,0,3,0.24025338122776266,17,117,-0.08318376022278404,-1.51456252856746,90,2,0.3993939274569869,-0.4944235823709913
211,2,1,1.110753552529327,17,117,1.3550902875001938,0.06798904629493698,90,3,1.0188397197899646,0.402200354523511
212,7,3,0.24025338122776266,17,48,-0.802320784084273,1.5822736904769952,26,3,0.027726452057200486,-1.1083539850216855
213,10,3,0.24025338122776266,17,31,-0.08318376022278404,0.06798904629493698,88,3,0.15161561052379613,-0.8228049605329906
214,8,4,-1.0910998219393349,4,86,-0.08318376022278404,1.6567467057646377,88,3,-1.2731097118420527,0.5335529057883105
215,4,4,-0.9374821446508234,14,76,-0.08318376022278404,0.06798904629493698,73,3,-0.8394976572089685,-0.27614990805183287
216,10,3,1.110753552529327,3,31,-0.08318376022278404,-1.51456252856746,98,3,0.8949505613233689,-0.7656951556352516
217,7,3,-0.5790408976442973,17,76,-0.08318376022278404,0.06798904629493698,46,3,-0.5545525927357988,-0.1346318115152357
218,4,4,-0.5790408976442973,17,79,-0.08318376022278404,0.06798904629493698,63,3,-0.5917193402757772,0.03384211293309434
219,4,0,-0.9374821446508234,6,76,1.3550902875001938,1.6567467057646377,63,3,-0.5669415085824581,0.2194489788507459
220,4,3,0.24025338122776266,17,79,-0.08318376022278404,0.06798904629493698,54,2,0.15161561052379613,-0.6395538740673706
221,10,0,-0.5790408976442973,14,79,-0.08318376022278404,0.06798904629493698,63,3,-0.4182745184225436,-0.3230941676777744
222,16,4,-0.9374821446508234,17,20,-0.08318376022278404,0.06798904629493698,26,3,-1.0872759741421596,0.3393795691359979
223,7,3,0.24025338122776266,17,79,-0.08318376022278404,-1.51456252856746,63,3,0.027726452057200486,-0.47300740553433923
224,4,1,1.110753552529327,14,117,1.3550902875001938,0.06798904629493698,15,3,2.901954928482217,1.9003904213083465
225,0,3,0.24025338122776266,17,86,-0.08318376022278404,0.06798904629493698,24,3,0.15161561052379613,-0.4187530908814872
226,4,3,0.24025338122776266,6,86,1.3550902875001938,-1.51456252856746,12,3,0.2755047689903912,-0.380189695124289
227,2,3,0.24025338122776266,17,31,-0.08318376022278404,0.06798904629493698,61,3,-0.09616270640939516,-0.5087010335954262
228,2,3,1.110753552529327,17,31,-0.08318376022278404,0.06798904629493698,55,3,0.758672487010114,-0.3345161286573221
229,7,3,0.24025338122776266,17,86,-0.08318376022278404,-1.51456252856746,84,3,-0.22005186487599082,0.20517152762631147
230,2,3,0.24025338122776266,37,0,-0.802320784084273,-1.51456252856746,88,3,0.3622271799170085,-1.0369810063507363
231,7,3,0.24025338122776266,37,44,-0.802320784084273,1.5822736904769952,14,3,0.027726452057200486,-1.1354811423481115
232,10,1,0.24025338122776266,14,117,1.3550902875001938,0.06798904629493698,15,3,1.3905071951897516,0.5335529057883105
233,4,3,-0.5790408976442973,17,31,-0.08318376022278404,0.06798904629493698,88,3,-0.5917193402757772,-0.38020397257551347
234,0,0,-0.9374821446508234,15,63,-0.08318376022278404,0.06798904629493698,26,3,-0.5917193402757772,-0.6229206433909041
