,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,sold
92,7,3,-0.9374821446508234,25,87,1.3550902875001938,1.6567467057646377,70,3,-0.7279974145890324,1
93,4,1,0.24025338122776266,25,90,-0.08318376022278404,0.06798904629493698,99,3,0.7091168236234757,0
94,2,4,-0.5790408976442973,25,94,-0.08318376022278404,0.06798904629493698,58,3,-1.0253313949088618,0
95,0,0,-0.9374821446508234,16,38,-0.08318376022278404,0.06798904629493698,70,3,-0.7156084987423729,0
96,4,3,0.24025338122776266,25,94,-0.08318376022278404,-1.51456252856746,65,4,0.15161561052379613,0
97,4,3,0.24025338122776266,25,83,-0.802320784084273,0.06798904629493698,65,4,0.15161561052379613,1
98,2,3,0.24025338122776266,25,7,-0.44275227215352847,0.06798904629493698,54,3,-0.09616270640939516,0
99,7,1,0.24025338122776266,29,72,0.6359532636387049,0.06798904629493698,56,3,0.6719500760834973,1
100,7,3,0.24025338122776266,25,94,-0.08318376022278404,0.06798904629493698,98,3,-0.20766294902933125,1
101,7,3,0.24025338122776266,25,63,-0.802320784084273,1.5822736904769952,57,3,0.027726452057200486,1
102,4,3,0.24025338122776266,25,38,-0.08318376022278404,-1.51456252856746,12,4,0.15161561052379613,0
103,7,4,-0.9374821446508234,29,94,-0.08318376022278404,0.06798904629493698,69,3,-0.8642754889022877,0
104,13,4,-0.8350703597918161,14,91,-0.08318376022278404,0.06798904629493698,58,5,-1.0228536117395297,0
105,7,3,-0.5790408976442973,29,91,-0.44275227215352847,0.06798904629493698,20,3,-0.6164971719690964,0
106,10,3,0.24025338122776266,25,83,-0.802320784084273,-1.51456252856746,97,3,-0.28199644410928837,0
107,2,4,-0.5790408976442973,29,94,-0.08318376022278404,0.06798904629493698,20,3,-0.963386815675564,0
108,11,1,0.24025338122776266,25,72,1.3550902875001938,0.06798904629493698,103,3,0.15161561052379613,0
109,10,3,-0.5790408976442973,29,94,-0.08318376022278404,0.06798904629493698,58,3,-0.6164971719690964,1
110,2,4,0.24025338122776266,25,87,1.3550902875001938,0.06798904629493698,69,3,-0.7156084987423729,1
111,4,4,-0.9374821446508234,2,3,-0.08318376022278404,0.06798904629493698,84,3,-1.0501092266021808,0
112,10,0,-0.9374821446508234,16,91,-0.08318376022278404,0.06798904629493698,58,3,-0.8766644047489469,0
113,7,3,-0.5790408976442973,0,38,-0.802320784084273,1.5822736904769952,70,3,-0.5545525927357988,0
114,4,4,-0.9374821446508234,29,38,-0.08318376022278404,0.06798904629493698,70,3,-1.0748870582955,1
116,7,3,-0.5790408976442973,25,87,-0.08318376022278404,1.6567467057646377,70,3,-0.5545525927357988,0
117,4,3,0.24025338122776266,29,87,-0.08318376022278404,0.06798904629493698,20,3,0.10205994713715788,1
118,2,3,1.110753552529327,25,83,-0.802320784084273,-1.51456252856746,5,3,-0.09616270640939516,0
119,2,3,0.24025338122776266,25,87,-0.08318376022278404,0.06798904629493698,20,3,-0.46783018180918184,0
120,0,3,0.24025338122776266,16,7,-0.44275227215352847,-1.51456252856746,58,3,0.027726452057200486,1
121,11,1,0.24025338122776266,25,72,1.3550902875001938,0.06798904629493698,68,3,-0.3439410233425862,0
122,10,3,0.24025338122776266,25,91,-0.08318376022278404,0.06798904629493698,20,3,0.15161561052379613,1
123,7,3,1.110753552529327,25,87,1.3550902875001938,1.6567467057646377,51,3,0.5232830859235825,0
124,0,3,0.24025338122776266,7,57,-0.802320784084273,0.06798904629493698,101,3,0.027726452057200486,1
126,7,3,-0.5790408976442973,25,38,-0.08318376022278404,-1.51456252856746,70,3,-0.5545525927357988,0
127,2,3,-0.5790408976442973,7,78,-0.802320784084273,-1.1235791983073384,57,5,-0.5297747610424797,1
128,4,3,1.110753552529327,25,87,1.3550902875001938,0.06798904629493698,98,3,0.8949505613233689,0
129,7,3,1.110753552529327,25,38,-0.08318376022278404,0.06798904629493698,70,3,0.5232830859235825,0
130,4,3,0.24025338122776266,7,91,-0.08318376022278404,-1.51456252856746,38,3,0.3498382640703486,0
131,4,3,0.24025338122776266,25,83,-0.802320784084273,-1.51456252856746,65,3,0.15161561052379613,0
132,0,4,-0.5790408976442973,29,87,-0.08318376022278404,0.06798904629493698,70,3,-0.5917193402757772,0
133,0,3,0.24025338122776266,25,62,-0.802320784084273,0.06798904629493698,2,3,6.346073533853573,1
134,7,3,0.24025338122776266,7,94,-0.08318376022278404,-1.51456252856746,58,3,-0.03421812717609762,0
135,7,3,-0.5790408976442973,25,87,-0.08318376022278404,0.06798904629493698,70,3,-0.5545525927357988,1
136,10,3,0.24025338122776266,7,5,-0.802320784084273,-1.51456252856746,39,3,-0.22005186487599082,0
137,2,1,1.110753552529327,25,90,-0.08318376022278404,0.06798904629493698,56,3,1.1427288782565603,0
138,10,3,0.24025338122776266,25,91,-0.802320784084273,-1.51456252856746,5,3,0.15161561052379613,0
139,7,3,-0.9374821446508234,29,91,-0.802320784084273,0.06798904629493698,58,3,-0.9386089839822448,1
140,0,3,1.110753552529327,29,62,-0.802320784084273,-1.51456252856746,2,3,1.1427288782565603,1
141,10,3,-0.5790408976442973,29,38,-0.08318376022278404,0.06798904629493698,60,3,-0.405885602575884,1
142,10,1,0.24025338122776266,29,72,-0.08318376022278404,0.06798904629493698,11,3,0.3993939274569869,0
143,16,3,0.24025338122776266,7,58,-0.802320784084273,1.5822736904769952,97,3,0.027726452057200486,0
144,7,3,0.24025338122776266,7,115,-0.802320784084273,0.06798904629493698,18,3,-0.2696075282626288,1
145,2,4,-0.5790408976442973,25,87,-0.08318376022278404,0.06798904629493698,70,3,-1.0253313949088618,0
146,7,4,-1.3471292840868538,31,100,-0.08318376022278404,1.6567467057646377,66,3,-1.3722210386153293,0
147,2,3,0.24025338122776266,25,5,-0.802320784084273,-1.51456252856746,39,3,-0.09616270640939516,1
149,0,3,0.24025338122776266,7,83,-0.802320784084273,-1.51456252856746,97,3,0.027726452057200486,1
150,4,1,0.24025338122776266,25,72,1.3550902875001938,1.6567467057646377,56,3,0.59761658100354,0
151,4,1,0.24025338122776266,25,72,-0.08318376022278404,0.06798904629493698,56,3,0.6719500760834973,0
152,10,3,0.24025338122776266,7,91,-0.802320784084273,-0.7263897834399132,58,3,-0.22005186487599082,1
153,11,1,1.110753552529327,25,72,1.3550902875001938,0.06798904629493698,99,3,0.8949505613233689,1
154,7,4,-0.5790408976442973,25,36,-0.802320784084273,0.06798904629493698,58,3,-0.740386330435692,0
155,7,3,0.24025338122776266,25,38,-0.44275227215352847,0.06798904629493698,12,3,-0.20766294902933125,1
156,10,0,-0.5790408976442973,16,7,-0.802320784084273,0.06798904629493698,58,3,-0.4182745184225436,0
157,2,0,-0.9374821446508234,20,38,-0.08318376022278404,0.06798904629493698,58,3,-1.211165132608755,1
158,4,0,0.24025338122776266,20,87,-0.08318376022278404,0.06798904629493698,70,3,-0.6412750036624155,1
159,16,3,0.24025338122776266,7,69,-0.802320784084273,1.5822736904769952,97,3,0.027726452057200486,1
160,2,3,0.24025338122776266,7,57,-0.802320784084273,-1.51456252856746,52,3,-0.05899595886941674,0
161,0,3,1.110753552529327,29,38,-0.802320784084273,0.06798904629493698,69,3,1.1427288782565603,1
162,4,3,0.24025338122776266,25,38,-0.08318376022278404,0.06798904629493698,12,3,0.0648931995971789,1
163,10,1,0.24025338122776266,29,72,1.3550902875001938,0.06798904629493698,103,3,0.5232830859235825,0
164,0,3,0.24025338122776266,7,5,-0.802320784084273,-1.51456252856746,39,3,0.027726452057200486,1
165,11,1,0.24025338122776266,29,72,1.3550902875001938,0.06798904629493698,99,3,0.3993939274569869,1
166,0,3,0.24025338122776266,7,109,-0.802320784084273,-1.51456252856746,36,3,0.027726452057200486,0
167,4,1,0.24025338122776266,25,72,-0.08318376022278404,0.06798904629493698,56,3,0.59761658100354,1
168,0,3,1.110753552529327,29,38,-0.08318376022278404,0.06798904629493698,69,3,1.1427288782565603,1
169,7,3,-0.9374821446508234,29,38,-0.802320784084273,1.5822736904769952,70,3,-0.7279974145890324,0
170,8,4,-1.0910998219393349,4,91,-0.08318376022278404,0.06798904629493698,58,3,-1.2731097118420527,1
171,7,3,1.110753552529327,29,91,-0.44275227215352847,-1.5083564439601564,12,3,0.7834503187034332,0
172,10,3,0.24025338122776266,7,53,-0.802320784084273,1.5822736904769952,18,3,0.15161561052379613,1
173,16,3,0.24025338122776266,7,7,-0.802320784084273,1.5822736904769952,58,3,4.116068681454854,1
174,7,3,1.110753552529327,25,38,-0.08318376022278404,0.06798904629493698,10,3,0.5232830859235825,1
175,4,3,0.24025338122776266,7,7,-0.08318376022278404,-1.51456252856746,58,3,0.2755047689903912,0
176,0,3,0.24025338122776266,7,83,-0.802320784084273,-0.7263897834399132,97,3,0.027726452057200486,0
177,11,1,1.6740183692538675,25,95,4.23163838294615,0.06798904629493698,63,3,2.8771770967888983,0
178,10,3,0.24025338122776266,25,91,-0.08318376022278404,0.06798904629493698,15,3,-0.22005186487599082,0
179,7,0,-0.9374821446508234,31,38,-0.08318376022278404,0.06798904629493698,70,3,-0.9757757315222234,0
180,4,3,0.24025338122776266,25,87,1.3550902875001938,0.06798904629493698,98,4,-0.07138487471607603,0
181,4,4,-0.9374821446508234,25,38,-0.08318376022278404,0.06798904629493698,70,3,-1.0501092266021808,1
182,10,0,-0.6302467900738009,31,87,1.3550902875001938,1.6567467057646377,70,3,-0.8394976572089685,0
183,16,3,0.24025338122776266,7,91,-0.08318376022278404,-0.7263897834399132,58,3,-0.09616270640939516,1
184,18,3,0.24025338122776266,29,38,-0.08318376022278404,0.06798904629493698,69,3,-0.158107285642693,0
185,4,3,1.110753552529327,20,87,1.3550902875001938,1.6567467057646377,42,3,0.8577838137833905,0
186,4,3,0.24025338122776266,26,72,1.3550902875001938,1.6567467057646377,56,3,-0.021829211329437773,1
187,10,1,0.24025338122776266,29,90,-0.08318376022278404,0.06798904629493698,56,3,0.3993939274569869,1
188,0,4,-0.9374821446508234,29,18,-0.08318376022278404,0.06798904629493698,33,3,-1.1863873009154358,0
189,4,3,1.110753552529327,25,87,-0.08318376022278404,0.06798904629493698,98,3,0.8949505613233689,0
191,17,3,-0.5790408976442973,29,5,-0.802320784084273,0.06798904629493698,39,3,-0.963386815675564,1
192,18,4,-0.9374821446508234,29,91,-0.08318376022278404,0.06798904629493698,69,3,-0.963386815675564,1
193,10,3,1.110753552529327,32,38,-0.08318376022278404,0.06798904629493698,69,3,0.8949505613233689,0
194,4,0,-0.9374821446508234,16,87,-0.08318376022278404,-1.51456252856746,70,3,-0.5669415085824581,0
195,7,3,1.110753552529327,29,38,-0.08318376022278404,-1.51456252856746,10,3,0.5232830859235825,1
196,14,1,1.110753552529327,26,107,4.23163838294615,-1.51456252856746,95,3,1.7497857547428786,0
197,7,3,-0.9374821446508234,25,38,-0.08318376022278404,1.6567467057646377,70,3,-0.7279974145890324,0
198,7,1,1.110753552529327,29,72,1.3550902875001938,0.06798904629493698,56,3,1.5763409328896447,0
199,7,3,1.110753552529327,25,87,-0.08318376022278404,0.06798904629493698,51,3,0.5232830859235825,0
200,4,1,0.24025338122776266,30,72,1.3550902875001938,0.06798904629493698,99,3,0.7091168236234757,1
201,10,3,0.24025338122776266,7,58,-0.802320784084273,-0.7263897834399132,97,3,0.027726452057200486,1
202,0,3,0.24025338122776266,25,94,-0.08318376022278404,-1.51456252856746,20,3,0.18878235806377455,0
203,10,1,0.24025338122776266,29,72,1.3550902875001938,0.06798904629493698,99,3,1.3905071951897516,1
204,4,5,0.24025338122776266,27,97,1.3550902875001938,0.06798904629493698,23,3,0.8949505613233689,0
205,10,1,0.24025338122776266,25,72,1.3550902875001938,1.6567467057646377,99,3,0.3993939274569869,1
206,4,3,0.24025338122776266,35,7,-0.44275227215352847,-1.51456252856746,58,3,0.2755047689903912,0
207,4,4,-0.9374821446508234,31,87,-0.08318376022278404,0.06798904629493698,70,3,-1.0748870582955,0
208,4,4,-0.9374821446508234,25,87,-0.08318376022278404,0.06798904629493698,70,3,0.002948620363881357,1
210,0,3,0.24025338122776266,25,72,-0.08318376022278404,-1.51456252856746,56,4,0.3993939274569869,1
211,2,1,1.110753552529327,25,72,1.3550902875001938,0.06798904629493698,56,3,1.0188397197899646,0
212,7,3,0.24025338122776266,25,83,-0.802320784084273,1.5822736904769952,97,3,0.027726452057200486,0
213,10,3,0.24025338122776266,25,91,-0.08318376022278404,0.06798904629493698,58,3,0.15161561052379613,1
214,8,4,-1.0910998219393349,4,94,-0.08318376022278404,1.6567467057646377,58,3,-1.2731097118420527,1
215,4,4,-0.9374821446508234,29,87,-0.08318376022278404,0.06798904629493698,98,3,-0.8394976572089685,1
216,10,3,1.110753552529327,32,91,-0.08318376022278404,-1.51456252856746,48,3,0.8949505613233689,1
217,7,3,-0.5790408976442973,25,87,-0.08318376022278404,0.06798904629493698,10,3,-0.5545525927357988,0
218,4,4,-0.5790408976442973,25,38,-0.08318376022278404,0.06798904629493698,70,3,-0.5917193402757772,1
219,4,0,-0.9374821446508234,20,87,1.3550902875001938,1.6567467057646377,70,3,-0.5669415085824581,1
220,4,3,0.24025338122776266,25,38,-0.08318376022278404,0.06798904629493698,12,4,0.15161561052379613,0
221,10,0,-0.5790408976442973,29,38,-0.08318376022278404,0.06798904629493698,70,3,-0.4182745184225436,0
222,16,4,-0.9374821446508234,25,21,-0.08318376022278404,0.06798904629493698,97,3,-1.0872759741421596,0
223,7,3,0.24025338122776266,25,38,-0.08318376022278404,-1.51456252856746,70,3,0.027726452057200486,0
224,4,1,1.110753552529327,29,72,1.3550902875001938,0.06798904629493698,99,3,2.901954928482217,1
225,0,3,0.24025338122776266,25,94,-0.08318376022278404,0.06798904629493698,20,3,0.15161561052379613,1
226,4,3,0.24025338122776266,20,94,1.3550902875001938,-1.51456252856746,38,3,0.2755047689903912,0
227,2,3,0.24025338122776266,25,91,-0.08318376022278404,0.06798904629493698,46,3,-0.09616270640939516,1
228,2,3,1.110753552529327,25,91,-0.08318376022278404,0.06798904629493698,30,3,0.758672487010114,0
229,7,3,0.24025338122776266,25,94,-0.08318376022278404,-1.51456252856746,7,3,-0.22005186487599082,1
230,2,3,0.24025338122776266,7,7,-0.802320784084273,-1.51456252856746,58,3,0.3622271799170085,1
231,7,3,0.24025338122776266,7,99,-0.802320784084273,1.5822736904769952,57,3,0.027726452057200486,1
232,10,1,0.24025338122776266,29,72,1.3550902875001938,0.06798904629493698,99,3,1.3905071951897516,0
233,4,3,-0.5790408976442973,25,91,-0.08318376022278404,0.06798904629493698,58,3,-0.5917193402757772,1
234,0,0,-0.9374821446508234,16,58,-0.08318376022278404,0.06798904629493698,97,3,-0.5917193402757772,0
235,4,3,0.24025338122776266,25,94,1.3550902875001938,0.06798904629493698,38,4,0.3498382640703486,1
236,0,3,0.24025338122776266,7,83,-0.802320784084273,-1.51456252856746,97,4,0.027726452057200486,0
237,2,3,0.24025338122776266,25,27,-0.802320784084273,0.06798904629493698,65,3,0.15161561052379613,1
238,2,1,1.110753552529327,25,107,4.23163838294615,0.06798904629493698,95,3,3.2488445721886845,0
239,0,1,0.24025338122776266,29,90,-0.08318376022278404,0.06798904629493698,56,3,0.5232830859235825,0
240,10,3,0.24025338122776266,7,83,-0.08318376022278404,-0.7263897834399132,97,3,6.346073533853573,1
241,2,3,1.110753552529327,25,87,-0.08318376022278404,0.06798904629493698,42,3,0.027726452057200486,1
242,2,3,1.110753552529327,25,94,-0.08318376022278404,0.06798904629493698,30,3,0.758672487010114,1
243,4,1,0.24025338122776266,25,90,-0.08318376022278404,0.06798904629493698,56,3,0.59761658100354,0
244,10,0,-0.6302467900738009,16,94,-0.08318376022278404,0.06798904629493698,58,3,-0.8642754889022877,0
245,4,3,0.24025338122776266,25,87,-0.08318376022278404,0.06798904629493698,98,3,0.15161561052379613,0
246,7,3,0.24025338122776266,35,91,-0.08318376022278404,-1.51456252856746,58,3,-0.0466070430227569,1
247,2,1,1.110753552529327,25,107,1.3550902875001938,0.06798904629493698,95,3,1.8860638290561336,0
248,7,3,-0.9374821446508234,29,38,-0.802320784084273,1.5822736904769952,70,3,-0.7279974145890324,1
249,1,4,-0.9374821446508234,36,88,-0.08318376022278404,1.6567467057646377,106,6,-0.8766644047489469,0
250,4,0,0.24025338122776266,16,87,-0.08318376022278404,-1.51456252856746,70,3,0.002948620363881357,1
251,2,1,1.110753552529327,25,72,1.3550902875001938,0.06798904629493698,85,3,2.753287938322302,1
252,2,3,0.24025338122776266,7,57,-0.802320784084273,-1.51456252856746,52,3,-0.492608013502501,1
253,10,0,-0.6302467900738009,16,87,-0.08318376022278404,1.6567467057646377,70,3,-0.8766644047489469,1
254,0,3,1.110753552529327,29,62,-0.802320784084273,0.06798904629493698,2,3,1.1427288782565603,1
255,4,4,-0.9374821446508234,25,38,-0.08318376022278404,0.06798904629493698,70,3,-0.8271087413623089,1
256,7,3,0.24025338122776266,7,35,-0.08318376022278404,-0.7263897834399132,18,3,-0.20766294902933125,1
257,7,3,1.110753552529327,29,87,1.3550902875001938,-1.51456252856746,69,3,1.0188397197899646,1
258,11,1,1.110753552529327,25,72,1.3550902875001938,0.06798904629493698,68,3,2.555065284775749,0
259,10,0,0.24025338122776266,16,72,-0.08318376022278404,1.6567467057646377,11,3,-0.09616270640939516,0
260,4,3,1.110753552529327,25,87,-0.08318376022278404,0.06798904629493698,98,3,0.8949505613233689,1
261,10,3,0.24025338122776266,25,83,-0.802320784084273,0.06798904629493698,97,3,0.15161561052379613,1
262,7,3,0.24025338122776266,29,38,-0.802320784084273,1.5822736904769952,58,3,0.027726452057200486,0
263,4,3,0.24025338122776266,25,91,-0.802320784084273,-1.51456252856746,58,3,0.126837778830477,0
264,4,3,0.24025338122776266,25,91,-0.08318376022278404,-1.51456252856746,65,3,0.2011712739104344,0
265,4,0,0.24025338122776266,20,38,-0.08318376022278404,0.06798904629493698,70,3,0.7338946553167949,0
266,2,0,-0.9374821446508234,20,87,-0.08318376022278404,0.06798904629493698,70,3,2.505509621389111,0
268,7,3,1.110753552529327,25,87,-0.08318376022278404,-1.51456252856746,51,3,0.5232830859235825,0
