,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,sold
228,2,3,1.110753552529327,30,51,-0.08318376022278404,0.06798904629493698,90,4,0.758672487010114,-0.3345161286573221,1
229,7,3,0.24025338122776266,30,12,-0.08318376022278404,-1.51456252856746,85,4,-0.22005186487599082,0.20517152762631147,1
230,2,3,0.24025338122776266,23,14,-0.802320784084273,-1.51456252856746,59,4,0.3622271799170085,-1.0369810063507363,1
231,7,3,0.24025338122776266,23,80,-0.802320784084273,1.5822736904769952,95,4,0.027726452057200486,-1.1354811423481115,0
232,10,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,73,4,1.3905071951897516,0.5335529057883105,0
233,4,3,-0.5790408976442973,30,51,-0.08318376022278404,0.06798904629493698,59,4,-0.5917193402757772,-0.38020397257551347,1
234,0,0,-0.9374821446508234,32,109,-0.08318376022278404,0.06798904629493698,56,4,-0.5917193402757772,-0.6229206433909041,0
235,4,3,0.24025338122776266,30,12,1.3550902875001938,0.06798904629493698,34,6,0.3498382640703486,-0.3230941676777744,1
236,0,3,0.24025338122776266,23,91,-0.802320784084273,-1.51456252856746,56,6,0.027726452057200486,-1.0498164350015031,1
237,2,3,0.24025338122776266,30,27,-0.802320784084273,0.06798904629493698,92,4,0.15161561052379613,-0.7856835873494602,0
238,2,1,1.110753552529327,30,60,4.23163838294615,0.06798904629493698,38,4,3.2488445721886845,3.947291493550659,0
239,0,1,0.24025338122776266,27,97,-0.08318376022278404,0.06798904629493698,69,4,0.5232830859235825,-0.39876465916727866,1
240,10,3,0.24025338122776266,23,91,-0.08318376022278404,-0.7263897834399132,56,4,6.346073533853573,-0.7656951556352516,1
241,2,3,1.110753552529327,30,117,-0.08318376022278404,0.06798904629493698,107,4,0.027726452057200486,0.02813113244332037,0
242,2,3,1.110753552529327,30,12,-0.08318376022278404,0.06798904629493698,90,4,0.758672487010114,-0.3373716189022092,1
243,4,1,0.24025338122776266,30,97,-0.08318376022278404,0.06798904629493698,69,4,0.59761658100354,-0.3516490701266438,0
244,10,0,-0.6302467900738009,32,12,-0.08318376022278404,0.06798904629493698,59,4,-0.8642754889022877,-0.06610004563794886,0
245,4,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,37,4,0.15161561052379613,-0.20030808714763548,1
246,7,3,0.24025338122776266,21,51,-0.08318376022278404,-1.51456252856746,59,4,-0.0466070430227569,-0.8085275093085558,0
247,2,1,1.110753552529327,30,60,1.3550902875001938,0.06798904629493698,38,4,1.8860638290561336,2.675170589453523,0
248,7,3,-0.9374821446508234,27,45,-0.802320784084273,1.5822736904769952,29,4,-0.7279974145890324,-0.6429090751051127,1
249,1,4,-0.9374821446508234,7,26,-0.08318376022278404,1.6567467057646377,97,2,-0.8766644047489469,1.3059630170302303,0
250,4,0,0.24025338122776266,32,117,-0.08318376022278404,-1.51456252856746,29,4,0.002948620363881357,-0.4373137774732524,1
251,2,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,70,4,2.753287938322302,0.961876442521353,1
252,2,3,0.24025338122776266,23,10,-0.802320784084273,-1.51456252856746,102,4,-0.492608013502501,-0.9370245703284685,0
253,10,0,-0.6302467900738009,32,117,-0.08318376022278404,1.6567467057646377,29,4,-0.8766644047489469,1.0332636986435266,1
254,0,3,1.110753552529327,27,108,-0.802320784084273,0.06798904629493698,61,4,1.1427288782565603,-0.604359956799139,0
255,4,4,-0.9374821446508234,30,45,-0.08318376022278404,0.06798904629493698,29,4,-0.8271087413623089,-0.2517069115556006,1
256,7,3,0.24025338122776266,23,47,-0.08318376022278404,-0.7263897834399132,76,4,-0.20766294902933125,-0.9700054826569129,0
257,7,3,1.110753552529327,27,117,1.3550902875001938,-1.51456252856746,87,4,1.0188397197899646,-0.09465494808681851,1
258,11,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,104,4,2.555065284775749,1.9612980282317853,0
259,10,0,0.24025338122776266,32,6,-0.08318376022278404,1.6567467057646377,54,4,-0.09616270640939516,0.8191019302770055,1
260,4,3,1.110753552529327,30,117,-0.08318376022278404,0.06798904629493698,37,4,0.8949505613233689,0.02384789707599004,1
261,10,3,0.24025338122776266,30,91,-0.802320784084273,0.06798904629493698,56,4,0.15161561052379613,-0.9727181983895554,0
262,7,3,0.24025338122776266,27,45,-0.802320784084273,1.5822736904769952,59,4,0.027726452057200486,-0.5758050543502693,1
263,4,3,0.24025338122776266,30,51,-0.802320784084273,-1.51456252856746,59,4,0.126837778830477,-0.6686084873090953,1
264,4,3,0.24025338122776266,30,51,-0.08318376022278404,-1.51456252856746,92,4,0.2011712739104344,-0.799961038573895,1
265,4,0,0.24025338122776266,14,45,-0.08318376022278404,0.06798904629493698,29,4,0.7338946553167949,-0.46586867992212183,0
266,2,0,-0.9374821446508234,14,117,-0.08318376022278404,0.06798904629493698,29,4,2.505509621389111,0.5335529057883105,0
268,7,3,1.110753552529327,30,117,-0.08318376022278404,-1.51456252856746,9,4,0.5232830859235825,-0.15319249810700086,1
269,10,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,29,4,-0.03421812717609762,-0.3502213250042004,0
270,1,4,-0.9374821446508234,7,82,-0.08318376022278404,1.6567467057646377,30,2,-0.8766644047489469,1.1901728876000643,1
271,2,1,1.110753552529327,30,3,1.3550902875001938,0.06798904629493698,109,4,1.3905071951897516,0.6049401619104843,0
272,4,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,98,6,0.07728211544383874,-0.5571444255999332,1
273,10,0,-0.5790408976442973,26,58,1.3550902875001938,1.6567467057646377,56,4,-0.8890533205956065,1.9612980282317853,0
274,16,3,0.24025338122776266,23,38,-0.08318376022278404,1.5822736904769952,33,4,0.15161561052379613,-0.4473079933303567,0
275,4,3,0.24025338122776266,23,12,0.6359532636387049,-1.51456252856746,59,4,0.2755047689903912,-0.5885548182936897,0
276,4,3,1.110753552529327,30,117,-0.08318376022278404,0.06798904629493698,37,6,0.8949505613233689,-0.0375451431890794,0
277,0,3,0.24025338122776266,27,117,-0.08318376022278404,-1.51456252856746,61,4,0.15161561052379613,-0.5429669165340696,0
278,10,3,1.110753552529327,11,91,-0.802320784084273,-1.51456252856746,56,4,0.8949505613233689,-0.9084696678795992,1
279,10,3,1.110753552529327,30,117,-0.08318376022278404,-1.5083564439601564,87,4,0.8949505613233689,-0.3944814237999481,0
280,10,3,1.110753552529327,11,12,-0.44275227215352847,0.06798904629493698,105,4,0.8949505613233689,-0.38020397257551347,1
281,4,3,0.24025338122776266,30,1,-0.802320784084273,-1.51456252856746,92,6,0.21356018975709368,-0.9955621203486511,0
282,10,1,0.24025338122776266,27,97,-0.08318376022278404,0.06798904629493698,69,4,0.5232830859235825,-0.42303632624881754,1
283,10,3,0.24025338122776266,30,51,-0.44275227215352847,0.06798904629493698,59,4,0.15161561052379613,-0.7799726068596864,0
284,0,3,0.24025338122776266,27,117,-0.08318376022278404,0.06798904629493698,87,4,1.1427288782565603,-0.24885142131071372,0
285,0,3,0.24025338122776266,32,12,0.6359532636387049,-1.51456252856746,59,4,0.08967103129049804,-0.6657529970642084,0
286,10,3,0.24025338122776266,27,12,-0.08318376022278404,0.06798904629493698,27,4,-0.158107285642693,-0.040400633433966285,0
287,2,4,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,105,4,-0.46783018180918184,-0.21173004812718343,0
288,10,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,10,4,0.5232830859235825,0.07667446660639862,1
289,10,3,0.24025338122776266,30,12,-0.08318376022278404,-1.51456252856746,105,4,0.15161561052379613,-0.665738719612984,0
290,0,3,0.24025338122776266,23,63,-1.1618892960150173,-1.4214712594579073,72,3,0.1392266946771363,-1.3225157533882068,1
291,2,1,1.110753552529327,30,6,-0.08318376022278404,-1.51456252856746,69,4,1.1427288782565603,0.08809642758594637,0
292,7,3,1.110753552529327,11,91,-0.08318376022278404,-1.51456252856746,56,4,0.5728387493102208,-0.9084696678795992,0
293,4,3,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,69,4,-0.09616270640939516,1.004708796194657,1
294,10,3,0.24025338122776266,30,45,-0.08318376022278404,0.06798904629493698,29,4,-0.03421812717609762,-0.5515333872687304,0
295,10,1,0.24025338122776266,27,6,-0.08318376022278404,-1.51456252856746,73,4,1.3905071951897516,0.24800388129961556,0
296,0,3,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,10,6,0.5232830859235825,-0.20887455788229634,1
297,4,5,1.110753552529327,30,83,1.3550902875001938,0.06798904629493698,67,4,1.6630633438162614,2.512207761177825,0
298,10,3,0.24025338122776266,30,98,-0.44275227215352847,-1.51456252856746,106,4,0.3993939274569869,-0.8941922166551642,0
299,2,4,0.24025338122776266,30,12,1.3550902875001938,1.6567467057646377,105,4,-0.5545525927357988,0.4892928069925626,0
300,2,3,-0.5790408976442973,23,14,-0.802320784084273,-0.7263897834399132,59,4,-0.963386815675564,-0.8799147654307294,1
301,2,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,104,4,1.0188397197899646,1.4230381170705955,1
302,10,3,1.110753552529327,11,51,-0.44275227215352847,-1.51456252856746,86,4,4.611625315321235,-0.6800304482886431,1
303,10,3,0.24025338122776266,23,51,-0.08318376022278404,-1.5083564439601564,105,4,0.15161561052379613,-0.8228049605329906,0
304,2,1,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,10,4,0.5232830859235825,0.1994605471365373,1
305,10,3,0.24025338122776266,23,59,-0.802320784084273,-1.51456252856746,84,4,0.15161561052379613,-1.0926630661260317,1
306,7,0,-0.9374821446508234,14,13,1.3550902875001938,0.06798904629493698,59,4,-0.988164647368883,1.2131595840714045,1
307,16,3,0.24025338122776266,27,38,-0.08318376022278404,0.06798904629493698,33,4,0.15161561052379613,-0.117498870045914,1
308,10,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,105,4,0.2755047689903912,-0.4373137774732524,0
309,7,3,0.24025338122776266,30,91,-0.802320784084273,-1.51456252856746,56,4,-0.2696075282626288,-0.9370245703284685,0
310,10,3,-0.9374821446508234,27,51,-0.08318376022278404,0.06798904629493698,59,4,-1.211165132608755,-0.18031965543342687,0
311,4,4,-0.9374821446508234,28,117,1.3550902875001938,-1.51456252856746,29,4,-1.0748870582955,1.9612980282317853,0
312,11,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,104,4,0.8949505613233689,1.3901999792543953,1
313,0,3,0.24025338122776266,30,95,-0.08318376022278404,0.06798904629493698,79,4,0.18878235806377455,-0.9370245703284685,1
314,2,0,-1.8079823159523878,21,31,-1.1618892960150173,0.06798904629493698,44,4,-1.211165132608755,-1.2140071240825028,0
315,4,3,0.24025338122776266,30,45,-0.08318376022278404,0.06798904629493698,37,4,0.31267151653037023,-0.4016201494121655,1
316,7,0,-0.9374821446508234,28,117,1.3550902875001938,-1.51456252856746,29,4,-0.9757757315222234,1.8899107721096116,1
317,10,3,-0.9374821446508234,23,111,-0.802320784084273,0.06798904629493698,94,3,-0.7775530779756706,-0.9500170509427042,0
318,7,3,-0.5790408976442973,30,51,-0.08318376022278404,0.06798904629493698,59,4,-0.158107285642693,-0.20744681275985288,0
319,0,3,-1.8079823159523878,23,78,-0.802320784084273,0.06798904629493698,64,4,-0.8394976572089685,-0.9141806483693729,0
320,7,3,-0.5790408976442973,30,12,-0.08318376022278404,0.06798904629493698,59,4,-0.740386330435692,0.23800966544251106,0
321,10,3,1.110753552529327,11,51,-0.802320784084273,-1.51456252856746,25,4,0.8825616454767097,-0.7656951556352516,0
322,2,3,-0.5790408976442973,30,12,-0.08318376022278404,0.06798904629493698,59,4,-0.09616270640939516,-0.044683868801296815,0
323,7,3,0.24025338122776266,16,117,-0.08318376022278404,-1.51456252856746,29,4,0.027726452057200486,-0.31881093231044405,0
324,0,3,0.24025338122776266,23,8,-0.08318376022278404,0.06798904629493698,41,4,0.15161561052379613,-0.6657529970642084,1
325,10,3,-0.5790408976442973,23,31,-0.802320784084273,0.06798904629493698,44,4,-0.7899419938223302,-1.1897354570009635,1
326,0,3,0.24025338122776266,23,51,-0.44275227215352847,-1.51456252856746,59,4,7.622131866059507,-0.8228049605329906,1
327,2,4,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,105,4,-0.46783018180918184,-0.10764742870105408,1
328,7,4,-1.3471292840868538,30,12,-0.08318376022278404,0.06798904629493698,59,4,-1.0129424790622021,0.2994027057075807,1
329,4,3,0.24025338122776266,5,6,4.23163838294615,-1.51456252856746,69,4,-0.021829211329437773,2.1611823453738723,1
330,11,1,1.110753552529327,30,6,-0.08318376022278404,0.06798904629493698,10,4,0.7710614028567738,0.10522936905526808,1
331,16,3,0.24025338122776266,27,51,-0.08318376022278404,0.06798904629493698,59,4,-0.09616270640939516,-0.2602733822902615,1
332,2,3,-0.5790408976442973,30,12,-0.08318376022278404,0.06798904629493698,59,4,-0.09616270640939516,0.2979749605851373,0
333,10,3,0.24025338122776266,30,91,-0.802320784084273,-1.51456252856746,56,4,-0.28199644410928837,-0.965579472777338,0
334,2,1,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,69,4,0.5232830859235825,-0.18031965543342687,1
335,7,3,-0.5790408976442973,30,90,-0.08318376022278404,0.06798904629493698,59,4,-0.740386330435692,0.20374378250386763,0
337,7,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,59,4,-0.29438535995594795,0.026703387320876928,0
338,2,3,0.24025338122776266,23,31,-0.802320784084273,-1.51456252856746,44,6,-0.09616270640939516,-1.2140214015337272,1
339,4,3,0.24025338122776266,30,45,-0.08318376022278404,0.06798904629493698,105,4,-0.09616270640939516,0.024918705917822623,0
340,4,3,0.24025338122776266,23,37,-0.802320784084273,1.5822736904769952,72,6,0.15161561052379613,-1.214149898594747,0
341,10,3,0.24025338122776266,30,85,0.6359532636387049,-1.5083564439601564,37,4,0.15161561052379613,-0.3230941676777744,1
342,7,3,0.24025338122776266,27,14,-0.08318376022278404,-1.51456252856746,9,4,0.027726452057200486,-0.5843715250849302,1
343,10,0,-0.6302467900738009,28,117,1.3550902875001938,1.6567467057646377,29,4,-0.8394976572089685,1.3901999792543953,1
344,4,4,-0.9374821446508234,30,117,-0.08318376022278404,0.06798904629493698,29,4,-1.0872759741421596,0.6477725155837883,0
345,10,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,10,4,0.3993939274569869,0.005287210484224883,0
346,7,3,-0.5790408976442973,23,37,-1.1618892960150173,0.06798904629493698,68,4,-0.7899419938223302,-1.2082961435927286,0
347,4,4,0.24025338122776266,30,100,1.3550902875001938,0.06798904629493698,29,4,-0.24482969656930995,0.6891200143297516,1
348,2,0,-1.8079823159523878,21,31,-0.802320784084273,0.06798904629493698,44,4,-0.7156084987423729,-1.0712326118381552,0
349,4,4,0.24025338122776266,30,45,-0.08318376022278404,-1.51456252856746,37,4,-2.573698097424373,-0.6600420165744345,0
351,7,3,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,59,4,-0.29438535995594795,0.25514260691183277,0
352,11,1,1.110753552529327,30,6,-0.08318376022278404,0.06798904629493698,73,4,0.7710614028567738,0.40505584476839784,0
353,7,5,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,67,4,0.6471722443901782,0.8751694812353605,0
354,16,3,0.24025338122776266,27,38,1.3550902875001938,1.6567467057646377,33,4,0.3993939274569869,0.3964893740337368,0
355,4,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,37,4,-0.07138487471607603,-0.22043929337408846,0
356,10,3,0.24025338122776266,23,31,-0.802320784084273,-1.51456252856746,44,4,0.15161561052379613,-1.1469173807788837,1
357,4,1,0.24025338122776266,30,97,-0.08318376022278404,-1.51456252856746,69,4,0.7091168236234757,-0.18031965543342687,1
358,4,3,0.24025338122776266,21,51,-0.08318376022278404,-1.5083564439601564,59,4,0.3498382640703486,-0.8108547338581388,1
359,4,3,-0.5790408976442973,30,90,-0.08318376022278404,0.06798904629493698,59,4,-0.8890533205956065,0.43075525697238026,1
360,7,3,0.24025338122776266,23,91,-0.802320784084273,1.5822736904769952,56,4,-0.2696075282626288,-0.9798569240017728,1
361,2,3,-0.5790408976442973,30,51,-0.08318376022278404,0.06798904629493698,59,4,-0.09616270640939516,-0.2574178920453746,0
362,10,3,1.110753552529327,11,51,-0.44275227215352847,0.06798904629493698,101,4,0.8949505613233689,-0.5800882897175998,0
363,7,3,0.24025338122776266,30,51,-0.08318376022278404,-1.51456252856746,59,4,-0.2696075282626288,-0.6943078995130779,1
364,10,3,0.24025338122776266,23,91,-0.08318376022278404,0.06798904629493698,65,4,0.15161561052379613,-0.8941922166551642,0
365,7,3,0.24025338122776266,23,78,-0.08318376022278404,-1.5083564439601564,64,4,-0.0466070430227569,-1.0512441801239465,1
366,4,3,1.110753552529327,30,45,-0.08318376022278404,0.06798904629493698,37,4,0.8949505613233689,-0.057533574903288004,1
367,10,1,0.24025338122776266,27,97,-0.08318376022278404,0.06798904629493698,69,4,0.3993939274569869,-0.4515912286976872,0
368,4,3,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,34,4,0.31267151653037023,-0.3230941676777744,0
369,7,4,-0.5790408976442973,27,12,-0.08318376022278404,0.06798904629493698,59,4,-0.8890533205956065,0.8919169315216227,1
370,2,0,0.24025338122776266,14,12,0.6359532636387049,0.06798904629493698,71,4,0.22594910560375298,-0.0375451431890794,0
371,0,3,0.24025338122776266,23,10,-0.802320784084273,-0.7263897834399132,79,4,0.027726452057200486,-0.9984176105935381,0
372,2,1,1.110753552529327,27,3,1.3550902875001938,0.06798904629493698,109,4,1.4524517744230492,1.5329744914987429,0
373,10,3,1.110753552529327,11,95,-0.802320784084273,-0.7263897834399132,79,4,0.6471722443901782,-0.9084696678795992,0
374,4,0,-0.9374821446508234,14,117,-0.08318376022278404,0.06798904629493698,29,4,-0.5669415085824581,-0.36591224389985416,0
375,7,3,0.24025338122776266,30,10,-0.802320784084273,0.06798904629493698,79,4,-0.20766294902933125,-0.9084839453308236,0
376,10,2,-1.8079823159523878,13,53,-0.802320784084273,-0.7263897834399132,44,4,-0.6041082561224368,-0.8170939800432166,1
377,4,3,0.24025338122776266,23,99,-0.802320784084273,1.5822736904769952,68,4,-0.3439410233425862,-1.1654637899194245,1
378,2,3,-0.5790408976442973,23,31,-0.802320784084273,0.06798904629493698,44,4,-0.7156084987423729,-1.1983019277356244,1
379,0,3,0.24025338122776266,30,6,-0.08318376022278404,-1.51456252856746,69,6,0.3993939274569869,-0.39876465916727866,0
380,7,1,1.110753552529327,27,6,-0.08318376022278404,0.06798904629493698,69,4,1.5763409328896447,0.09380740807572034,1
381,10,3,0.24025338122776266,30,91,-0.802320784084273,-0.7263897834399132,56,4,-0.28199644410928837,-1.0305418758485163,1
382,2,1,0.24025338122776266,27,6,-0.08318376022278404,0.06798904629493698,73,4,0.2755047689903912,0.7562811448894924,0
383,10,3,-0.5790408976442973,27,51,-0.08318376022278404,0.06798904629493698,105,4,-0.7156084987423729,-0.0375451431890794,1
384,2,4,-0.9374821446508234,14,12,1.3550902875001938,1.6567467057646377,59,4,-1.211165132608755,0.8903464118869351,0
385,10,4,-0.5790408976442973,39,12,-0.08318376022278404,1.6567467057646377,59,4,-1.1739983850687765,1.6514773366615514,1
386,10,3,-0.9374821446508234,27,14,-0.802320784084273,-0.7263897834399132,59,4,-0.7156084987423729,-0.8228049605329906,1
387,4,5,0.24025338122776266,30,29,-0.08318376022278404,1.5822736904769952,11,4,0.18878235806377455,0.347946039870659,1
388,4,5,0.24025338122776266,27,49,-0.08318376022278404,0.06798904629493698,67,4,-0.09616270640939516,1.4415988036623606,1
389,10,0,-0.5790408976442973,26,12,1.3550902875001938,1.6567467057646377,59,4,-0.8147198255156494,1.9755754794562197,0
390,2,1,1.110753552529327,30,6,-0.08318376022278404,-1.51456252856746,69,4,1.1427288782565603,-0.12320985053568796,1
391,2,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,10,4,1.1427288782565603,0.6649054570531101,0
392,0,3,0.24025338122776266,13,45,0.6359532636387049,-1.51456252856746,61,4,0.15161561052379613,-0.6157961952299112,0
393,11,1,1.110753552529327,30,6,-0.08318376022278404,0.06798904629493698,10,4,0.7710614028567738,0.3193911374217893,1
394,4,3,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,34,6,0.31267151653037023,-0.49460918923690905,0
395,7,4,0.24025338122776266,30,10,-0.802320784084273,0.06798904629493698,98,4,-0.20766294902933125,-0.8941922166551642,1
396,10,3,0.24025338122776266,27,117,-0.08318376022278404,0.06798904629493698,108,4,0.027726452057200486,0.14886125999714064,1
397,10,3,-0.5790408976442973,27,51,-0.08318376022278404,0.06798904629493698,59,4,-0.22005186487599082,-0.2674121079024789,0
398,4,5,0.24025338122776266,5,6,-0.08318376022278404,0.06798904629493698,67,4,-0.36871885503590535,2.265407739312245,0
399,10,4,-0.5790408976442973,39,12,1.3550902875001938,-1.51456252856746,59,4,-1.1739983850687765,2.141193913659663,0
400,10,3,0.24025338122776266,23,31,-0.802320784084273,-1.51456252856746,44,4,0.15161561052379613,-1.169747025286755,0
401,2,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,69,4,1.0188397197899646,0.5763852594616146,0
402,10,3,5.36084262417814,27,45,-0.08318376022278404,0.06798904629493698,108,4,0.027726452057200486,0.027417259882098647,0
403,0,3,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,69,6,0.5232830859235825,-0.3516490701266438,1
404,11,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,104,4,0.8949505613233689,1.6043617476209167,0
405,2,4,-0.5790408976442973,30,12,-0.08318376022278404,1.6567467057646377,59,4,-1.211165132608755,1.0675295815821702,0
406,16,4,-0.9374821446508234,30,38,1.3550902875001938,1.6567467057646377,56,4,-1.0872759741421596,0.8876336961542923,1
407,4,4,-0.5790408976442973,30,13,-0.08318376022278404,1.6567467057646377,72,4,-0.8890533205956065,0.7919747729505793,0
408,10,3,10.481431867128515,30,91,-0.802320784084273,1.5822736904769952,56,4,0.15161561052379613,-1.022689277675077,0
409,10,3,-1.8079823159523878,23,31,-1.1618892960150173,0.06798904629493698,44,4,-1.1492205533754574,-1.1719600302265425,0
410,10,5,0.24025338122776266,30,6,-0.08318376022278404,1.6567467057646377,67,4,0.7338946553167949,1.1417723279492307,1
411,10,4,-0.5790408976442973,4,6,-0.08318376022278404,1.6567467057646377,71,4,-0.46783018180918184,1.167471740153213,1
412,7,3,0.24025338122776266,30,91,-0.802320784084273,-1.51456252856746,98,4,0.027726452057200486,-0.9370245703284685,1
413,0,0,-0.9374821446508234,32,38,-0.08318376022278404,0.06798904629493698,56,4,-0.5917193402757772,-0.48013185369533223,1
414,2,0,-0.9374821446508234,32,51,-0.08318376022278404,0.06798904629493698,59,4,-1.0005535632155427,-0.28168955912691374,1
415,4,3,0.24025338122776266,30,51,-0.802320784084273,0.06798904629493698,92,6,0.2755047689903912,-0.7515604789230612,1
416,4,3,-0.9374821446508234,23,91,-0.802320784084273,-0.7263897834399132,56,4,-0.5297747610424797,-0.6229206433909041,1
417,7,4,-0.5790408976442973,30,38,-0.08318376022278404,0.06798904629493698,56,4,-0.8023309096689898,0.534980650910754,1
418,4,3,0.24025338122776266,23,51,-0.08318376022278404,-1.51456252856746,59,4,0.07728211544383874,-0.835726053891104,1
419,10,4,-0.5790408976442973,27,117,-0.08318376022278404,0.06798904629493698,108,4,-0.405885602575884,0.12861583416089217,0
420,10,0,0.24025338122776266,28,6,1.3550902875001938,1.6567467057646377,69,4,-0.09616270640939516,1.1046509547657004,0
421,3,3,-1.449541068945861,34,53,-0.44275227215352847,0.06798904629493698,44,4,-0.8394976572089685,-0.965579472777338,1
422,7,3,0.24025338122776266,30,83,-0.08318376022278404,0.06798904629493698,27,4,0.2878936848370511,0.43075525697238026,1
423,2,3,10.481431867128515,30,14,-0.08318376022278404,-1.51456252856746,105,6,0.2755047689903912,-0.7542731946557037,1
424,4,1,6.231342795479703,39,60,1.3550902875001938,0.06798904629493698,104,4,2.901954928482217,2.389621564964828,0
425,4,1,0.24025338122776266,27,6,-0.08318376022278404,0.06798904629493698,10,4,0.6719500760834973,0.04811956415752897,1
426,4,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,37,4,-0.07138487471607603,0.02441899512496738,1
427,4,4,-0.5790408976442973,30,13,-0.08318376022278404,0.06798904629493698,59,6,-0.5917193402757772,-0.0375451431890794,0
428,7,1,1.110753552529327,30,6,0.6359532636387049,0.06798904629493698,104,4,1.5763409328896447,1.247425467010048,1
429,12,0,-1.8079823159523878,32,31,-0.802320784084273,-1.3221739057410509,44,4,-1.136831637528798,-1.1797412411438593,0
430,15,2,-1.8079823159523878,23,37,-0.802320784084273,0.06798904629493698,68,3,-1.1492205533754574,-1.2225735948171634,1
431,10,3,-0.9374821446508234,27,12,-0.08318376022278404,0.06798904629493698,59,4,-0.8394976572089685,-0.16461445908654862,1
432,10,3,-0.5790408976442973,27,108,-0.802320784084273,-0.7263897834399132,59,4,-0.46783018180918184,-0.7514177044108168,1
433,10,5,0.24025338122776266,8,13,1.3550902875001938,1.6567467057646377,105,4,0.2755047689903912,1.8841997916198379,1
434,10,3,0.24025338122776266,30,83,1.3550902875001938,1.6567467057646377,89,4,0.5232830859235825,1.8899107721096116,1
435,2,1,1.110753552529327,30,22,-0.08318376022278404,0.06798904629493698,109,4,1.3905071951897516,0.8133909497872317,1
436,7,3,0.24025338122776266,23,37,-0.802320784084273,1.5822736904769952,68,4,0.027726452057200486,-1.1112094752665724,1
437,6,4,-1.449541068945861,17,105,1.3550902875001938,1.6567467057646377,53,3,-1.211165132608755,1.5329744914987429,0
438,10,4,4.5415483453060785,33,12,2.7933643352231714,1.6567467057646377,59,4,-0.9386089839822448,1.794251848905899,0
439,2,3,0.24025338122776266,30,51,-0.802320784084273,0.06798904629493698,59,6,-0.09616270640939516,-0.8085275093085558,0
440,10,3,1.110753552529327,11,73,-0.08318376022278404,-1.51456252856746,4,4,0.8949505613233689,-0.8656373142062949,0
441,4,3,0.24025338122776266,30,45,-0.802320784084273,0.06798904629493698,37,4,0.15161561052379613,-0.5372559360442956,1
442,10,4,-1.3471292840868538,27,51,-0.08318376022278404,0.06798904629493698,59,4,-0.8890533205956065,0.4336107472172671,1
443,10,3,0.24025338122776266,30,59,-0.802320784084273,-0.7263897834399132,84,4,0.15161561052379613,-1.1083539850216855,1
444,7,1,0.24025338122776266,27,6,-0.08318376022278404,0.06798904629493698,69,4,0.15161561052379613,-0.0375451431890794,0
445,4,3,-0.5790408976442973,30,114,-0.08318376022278404,0.06798904629493698,58,4,-0.5421636768891392,0.07667446660639862,1
446,0,3,0.24025338122776266,23,51,-0.802320784084273,1.5822736904769952,59,6,0.3993939274569869,-0.9758592376589311,0
447,4,5,0.24025338122776266,30,18,-0.08318376022278404,0.06798904629493698,6,4,0.18878235806377455,1.2388589962753869,0
448,11,1,0.24025338122776266,30,97,-0.08318376022278404,0.06798904629493698,69,4,0.15161561052379613,-0.13928626061440136,0
449,13,4,-0.8350703597918161,15,34,1.3550902875001938,1.6567467057646377,5,1,-1.0253313949088618,2.0897950892516985,1
450,7,3,0.24025338122776266,23,51,-0.08318376022278404,-0.7263897834399132,59,4,-0.20766294902933125,-0.7656951556352516,0
451,4,5,0.24025338122776266,27,49,1.3550902875001938,0.06798904629493698,6,4,0.11444886298381717,1.2131595840714045,1
452,7,5,0.24025338122776266,27,83,-0.08318376022278404,1.6567467057646377,59,4,0.2878936848370511,0.5835239850738322,0
