,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,sold
74,0,3,-0.5790408976442973,23,91,-0.08318376022278404,-1.51456252856746,56,4,0.027726452057200486,-1.0512441801239465,1
75,2,1,0.24025338122776266,30,6,-0.08318376022278404,-1.51456252856746,69,4,0.15161561052379613,-0.2517069115556006,0
76,10,3,0.24025338122776266,30,51,-0.08318376022278404,-1.5083564439601564,59,4,0.15161561052379613,-0.8656373142062949,1
77,4,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,29,4,-0.07138487471607603,-0.3859149530652872,0
78,0,3,0.24025338122776266,30,108,-0.802320784084273,-1.51456252856746,61,4,0.15161561052379613,-0.8499321178594166,0
79,7,3,1.110753552529327,30,45,-0.08318376022278404,0.06798904629493698,58,4,0.5232830859235825,-0.21173004812718343,1
80,4,4,0.24025338122776266,27,45,-0.08318376022278404,0.06798904629493698,29,4,-0.24482969656930995,-0.04159993933681899,0
81,1,4,-1.6031587462343726,0,25,-0.08318376022278404,1.6567467057646377,53,2,-1.434165617848627,0.5492581021351888,1
82,7,3,-0.5790408976442973,30,45,-0.08318376022278404,0.06798904629493698,59,4,-0.5545525927357988,-0.3787762274530698,0
83,10,3,0.24025338122776266,30,73,-0.802320784084273,-0.7263897834399132,55,4,0.15161561052379613,-1.0369667288995117,0
84,0,3,0.24025338122776266,23,10,-0.802320784084273,-1.51456252856746,79,4,0.027726452057200486,-1.0426777093892858,1
85,4,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,10,4,0.7091168236234757,0.3193911374217893,0
86,7,4,0.24025338122776266,27,117,-0.08318376022278404,0.06798904629493698,101,4,-0.3067742758026075,-0.6086431921664693,1
87,7,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,59,4,-0.14571836979603342,-0.7514319818620413,1
88,2,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,73,4,0.15161561052379613,0.46216564966613677,0
89,4,4,-0.9374821446508234,27,117,-0.08318376022278404,0.06798904629493698,29,4,-1.0748870582955,0.7477146741548317,1
90,2,1,0.24025338122776266,30,86,-0.08318376022278404,-1.51456252856746,83,4,0.461338506690285,-0.6086431921664693,0
91,0,3,0.24025338122776266,30,117,-1.1618892960150173,-1.51456252856746,87,4,0.15161561052379613,-0.6229206433909041,0
92,7,3,-0.9374821446508234,30,117,1.3550902875001938,1.6567467057646377,29,4,-0.7279974145890324,0.1023738788103812,1
93,4,1,0.24025338122776266,30,97,-0.08318376022278404,0.06798904629493698,73,4,0.7091168236234757,0.09951838856549411,1
94,2,4,-0.5790408976442973,30,12,-0.08318376022278404,0.06798904629493698,59,4,-1.0253313949088618,-0.10893239931125315,1
95,0,0,-0.9374821446508234,32,45,-0.08318376022278404,0.06798904629493698,29,4,-0.7156084987423729,-0.397336914044835,1
96,4,3,0.24025338122776266,30,12,-0.08318376022278404,-1.51456252856746,92,6,0.15161561052379613,-0.7501327338006177,0
97,4,3,0.24025338122776266,30,91,-0.802320784084273,0.06798904629493698,92,6,0.15161561052379613,-0.9141806483693729,1
98,2,3,0.24025338122776266,30,14,-0.44275227215352847,0.06798904629493698,3,4,-0.09616270640939516,-0.7828280971045732,0
99,7,1,0.24025338122776266,27,6,0.6359532636387049,0.06798904629493698,69,4,0.6719500760834973,0.1766166251774418,0
100,7,3,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,37,4,-0.20766294902933125,-0.5800882897175998,1
101,7,3,0.24025338122776266,30,44,-0.802320784084273,1.5822736904769952,95,4,0.027726452057200486,-1.1083539850216855,0
102,4,3,0.24025338122776266,30,45,-0.08318376022278404,-1.51456252856746,98,6,0.15161561052379613,-0.68288593853353,0
103,7,4,-0.9374821446508234,27,12,-0.08318376022278404,0.06798904629493698,87,4,-0.8642754889022877,-0.008990240740209944,0
104,13,4,-0.8350703597918161,15,51,-0.08318376022278404,0.06798904629493698,59,1,-1.0228536117395297,0.30654143131979794,0
105,7,3,-0.5790408976442973,27,51,-0.44275227215352847,0.06798904629493698,105,4,-0.6164971719690964,-0.6657529970642084,1
106,10,3,0.24025338122776266,30,91,-0.802320784084273,-1.51456252856746,56,4,-0.28199644410928837,-1.0142655814526604,0
107,2,4,-0.5790408976442973,27,12,-0.08318376022278404,0.06798904629493698,105,4,-0.963386815675564,0.09666289832060722,0
108,11,1,0.24025338122776266,30,6,1.3550902875001938,0.06798904629493698,10,4,0.15161561052379613,0.24800388129961556,0
109,10,3,-0.5790408976442973,27,12,-0.08318376022278404,0.06798904629493698,59,4,-0.6164971719690964,0.5064257484618843,1
110,2,4,0.24025338122776266,30,117,1.3550902875001938,0.06798904629493698,87,4,-0.7156084987423729,0.19517731176920697,0
111,4,4,-0.9374821446508234,12,41,-0.08318376022278404,0.06798904629493698,5,4,-1.0501092266021808,0.3622234910950934,1
112,10,0,-0.9374821446508234,32,51,-0.08318376022278404,0.06798904629493698,59,4,-0.8766644047489469,0.39077839354396304,1
113,7,3,-0.5790408976442973,13,45,-0.802320784084273,1.5822736904769952,29,4,-0.5545525927357988,-0.5758050543502693,1
114,4,4,-0.9374821446508234,27,45,-0.08318376022278404,0.06798904629493698,29,4,-1.0748870582955,0.7191597717059621,0
116,7,3,-0.5790408976442973,30,117,-0.08318376022278404,1.6567467057646377,29,4,-0.5545525927357988,-0.05896132002573164,0
117,4,3,0.24025338122776266,27,117,-0.08318376022278404,0.06798904629493698,105,4,0.10205994713715788,0.007186111497074655,1
118,2,3,1.110753552529327,30,91,-0.802320784084273,-1.51456252856746,25,4,-0.09616270640939516,-0.8013887836963385,0
119,2,3,0.24025338122776266,30,117,-0.08318376022278404,0.06798904629493698,105,4,-0.46783018180918184,-0.010417985862653387,0
120,0,3,0.24025338122776266,32,14,-0.44275227215352847,-1.51456252856746,59,4,0.027726452057200486,-0.922747119104034,1
121,11,1,0.24025338122776266,30,6,1.3550902875001938,0.06798904629493698,104,4,-0.3439410233425862,1.5936536592025905,0
122,10,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,105,4,0.15161561052379613,-0.7085853507375125,0
123,7,3,1.110753552529327,30,117,1.3550902875001938,1.6567467057646377,9,4,0.5232830859235825,0.20802701787119837,0
124,0,3,0.24025338122776266,23,10,-0.802320784084273,0.06798904629493698,79,4,0.027726452057200486,-0.9627239825324512,1
126,7,3,-0.5790408976442973,30,45,-0.08318376022278404,-1.51456252856746,29,4,-0.5545525927357988,-0.4473079933303567,1
127,2,3,-0.5790408976442973,23,104,-0.802320784084273,-1.1235791983073384,95,1,-0.5297747610424797,-1.2097381661663968,0
128,4,3,1.110753552529327,30,117,1.3550902875001938,0.06798904629493698,37,4,0.8949505613233689,0.3864951581766327,1
129,7,3,1.110753552529327,30,45,-0.08318376022278404,0.06798904629493698,29,4,0.5232830859235825,-0.28168955912691374,0
130,4,3,0.24025338122776266,23,51,-0.08318376022278404,-1.51456252856746,34,4,0.3498382640703486,-0.6943221769643023,0
131,4,3,0.24025338122776266,30,91,-0.802320784084273,-1.51456252856746,92,4,0.15161561052379613,-0.965579472777338,1
132,0,4,-0.5790408976442973,27,117,-0.08318376022278404,0.06798904629493698,29,4,-0.5917193402757772,-0.3445103445144266,0
133,0,3,0.24025338122776266,30,108,-0.802320784084273,0.06798904629493698,61,4,6.346073533853573,-0.7899668227167906,1
134,7,3,0.24025338122776266,23,12,-0.08318376022278404,-1.51456252856746,59,4,-0.03421812717609762,-0.7528454495332604,0
135,7,3,-0.5790408976442973,30,117,-0.08318376022278404,0.06798904629493698,29,4,-0.5545525927357988,-0.19602485178030515,0
136,10,3,0.24025338122776266,23,31,-0.802320784084273,-1.51456252856746,44,4,-0.22005186487599082,-1.246331273654623,1
137,2,1,1.110753552529327,30,97,-0.08318376022278404,0.06798904629493698,69,4,1.1427288782565603,-0.2674121079024789,1
138,10,3,0.24025338122776266,30,51,-0.802320784084273,-1.51456252856746,25,4,0.15161561052379613,-0.8941922166551642,0
139,7,3,-0.9374821446508234,27,51,-0.802320784084273,0.06798904629493698,59,4,-0.9386089839822448,-0.6086431921664693,0
140,0,3,1.110753552529327,27,108,-0.802320784084273,-1.51456252856746,61,4,1.1427288782565603,-0.6714639775539822,1
141,10,3,-0.5790408976442973,27,45,-0.08318376022278404,0.06798904629493698,108,4,-0.405885602575884,-0.013244921205091553,1
142,10,1,0.24025338122776266,27,6,-0.08318376022278404,0.06798904629493698,54,4,0.3993939274569869,-0.36592652135107867,0
143,16,3,0.24025338122776266,23,109,-0.802320784084273,1.5822736904769952,56,4,0.027726452057200486,-0.7471344690434863,0
144,7,3,0.24025338122776266,23,73,-0.802320784084273,0.06798904629493698,76,4,-0.2696075282626288,-1.079799082572816,1
145,2,4,-0.5790408976442973,30,117,-0.08318376022278404,0.06798904629493698,29,4,-1.0253313949088618,-0.0375451431890794,0
146,7,4,-1.3471292840868538,28,64,-0.08318376022278404,1.6567467057646377,14,4,-1.3722210386153293,1.2688416438467,0
147,2,3,0.24025338122776266,30,31,-0.802320784084273,-1.51456252856746,44,4,-0.09616270640939516,-1.115492710633903,1
149,0,3,0.24025338122776266,23,91,-0.802320784084273,-1.51456252856746,56,4,0.027726452057200486,-0.9684349630222249,1
150,4,1,0.24025338122776266,30,6,1.3550902875001938,1.6567467057646377,69,4,0.59761658100354,0.17698783890927694,1
151,4,1,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,69,4,0.6719500760834973,-0.3230941676777744,1
152,10,3,0.24025338122776266,23,51,-0.802320784084273,-0.7263897834399132,59,4,-0.22005186487599082,-0.8956199617776077,1
153,11,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,73,4,0.8949505613233689,1.091801248663709,1
154,7,4,-0.5790408976442973,30,107,-0.802320784084273,0.06798904629493698,59,4,-0.740386330435692,-0.06181681027061853,1
155,7,3,0.24025338122776266,30,45,-0.44275227215352847,0.06798904629493698,98,4,-0.20766294902933125,-0.7228628019619473,1
156,10,0,-0.5790408976442973,32,14,-0.802320784084273,0.06798904629493698,59,4,-0.4182745184225436,-0.7085853507375125,1
157,2,0,-0.9374821446508234,14,45,-0.08318376022278404,0.06798904629493698,59,4,-1.211165132608755,0.27084780325871105,1
158,4,0,0.24025338122776266,14,117,-0.08318376022278404,0.06798904629493698,29,4,-0.6412750036624155,-0.10893239931125315,0
159,16,3,0.24025338122776266,23,11,-0.802320784084273,1.5822736904769952,56,4,0.027726452057200486,-0.9684349630222249,1
160,2,3,0.24025338122776266,23,10,-0.802320784084273,-1.51456252856746,102,4,-0.05899595886941674,-1.031255748409738,1
161,0,3,1.110753552529327,27,45,-0.802320784084273,0.06798904629493698,87,4,1.1427288782565603,-0.457302209187461,0
162,4,3,0.24025338122776266,30,45,-0.08318376022278404,0.06798904629493698,98,4,0.0648931995971789,-0.5672385836156086,0
163,10,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,10,4,0.5232830859235825,-0.06610004563794886,0
164,0,3,0.24025338122776266,23,31,-0.802320784084273,-1.51456252856746,44,4,0.027726452057200486,-1.1097817301441288,0
165,11,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,73,4,0.3993939274569869,0.961876442521353,0
166,0,3,0.24025338122776266,23,59,-0.802320784084273,-1.51456252856746,84,4,0.027726452057200486,-1.0876374032950307,1
167,4,1,0.24025338122776266,30,6,-0.08318376022278404,0.06798904629493698,69,4,0.59761658100354,-0.09252760785437761,0
168,0,3,1.110753552529327,27,45,-0.08318376022278404,0.06798904629493698,87,4,1.1427288782565603,-0.3873426981877307,0
169,7,3,-0.9374821446508234,27,45,-0.802320784084273,1.5822736904769952,29,4,-0.7279974145890324,-0.5301172104320782,1
170,8,4,-1.0910998219393349,22,51,-0.08318376022278404,0.06798904629493698,59,4,-1.2731097118420527,0.3193911374217893,1
171,7,3,1.110753552529327,27,51,-0.44275227215352847,-1.5083564439601564,98,4,0.7834503187034332,-0.6086431921664693,0
172,10,3,0.24025338122776266,23,30,-0.802320784084273,1.5822736904769952,76,4,0.15161561052379613,-1.1654637899194245,1
173,16,3,0.24025338122776266,23,14,-0.802320784084273,1.5822736904769952,59,4,4.116068681454854,-0.9084696678795992,1
174,7,3,1.110753552529327,30,45,-0.08318376022278404,0.06798904629493698,58,4,0.5232830859235825,-0.2888282847391309,0
175,4,3,0.24025338122776266,23,14,-0.08318376022278404,-1.51456252856746,59,4,0.2755047689903912,-0.9513020215529032,0
176,0,3,0.24025338122776266,23,91,-0.802320784084273,-0.7263897834399132,56,4,0.027726452057200486,-0.965579472777338,1
177,11,1,1.6740183692538675,30,89,4.23163838294615,0.06798904629493698,16,4,2.8771770967888983,2.389621564964828,1
178,10,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,18,4,-0.22005186487599082,-0.4458802482079132,1
179,7,0,-0.9374821446508234,28,45,-0.08318376022278404,0.06798904629493698,29,4,-0.9757757315222234,0.5335529057883105,0
180,4,3,0.24025338122776266,30,117,1.3550902875001938,0.06798904629493698,37,6,-0.07138487471607603,-0.10893239931125315,1
181,4,4,-0.9374821446508234,30,45,-0.08318376022278404,0.06798904629493698,29,4,-1.0501092266021808,0.39077839354396304,0
182,10,0,-0.6302467900738009,28,117,1.3550902875001938,1.6567467057646377,29,4,-0.8394976572089685,1.0332636986435266,0
183,16,3,0.24025338122776266,23,51,-0.08318376022278404,-0.7263897834399132,59,4,-0.09616270640939516,-0.4744351506567827,1
184,18,3,0.24025338122776266,27,45,-0.08318376022278404,0.06798904629493698,87,4,-0.158107285642693,0.10522936905526808,0
185,4,3,1.110753552529327,14,117,1.3550902875001938,1.6567467057646377,107,4,0.8577838137833905,0.6049401619104843,1
186,4,3,0.24025338122776266,5,6,1.3550902875001938,1.6567467057646377,69,4,-0.021829211329437773,1.815668025742551,1
187,10,1,0.24025338122776266,27,97,-0.08318376022278404,0.06798904629493698,69,4,0.3993939274569869,-0.4944235823709913,1
188,0,4,-0.9374821446508234,27,87,-0.08318376022278404,0.06798904629493698,53,4,-1.1863873009154358,-0.1945971066578617,0
189,4,3,1.110753552529327,30,117,-0.08318376022278404,0.06798904629493698,37,4,0.8949505613233689,-0.057533574903288004,1
191,17,3,-0.5790408976442973,27,31,-0.802320784084273,0.06798904629493698,44,4,-0.963386815675564,-1.2354233009191546,0
192,18,4,-0.9374821446508234,27,51,-0.08318376022278404,0.06798904629493698,87,4,-0.963386815675564,-0.17903468482322782,0
193,10,3,1.110753552529327,11,45,-0.08318376022278404,0.06798904629493698,87,4,0.8949505613233689,-0.6100709372889128,1
194,4,0,-0.9374821446508234,32,117,-0.08318376022278404,-1.51456252856746,29,4,-0.5669415085824581,-0.4087588750243829,1
195,7,3,1.110753552529327,27,45,-0.08318376022278404,-1.51456252856746,58,4,0.5232830859235825,-0.30167799084112235,1
196,14,1,1.110753552529327,5,60,4.23163838294615,-1.51456252856746,38,4,1.7497857547428786,7.101180469028293,0
197,7,3,-0.9374821446508234,30,45,-0.08318376022278404,1.6567467057646377,29,4,-0.7279974145890324,-0.237429460331166,0
198,7,1,1.110753552529327,27,6,1.3550902875001938,0.06798904629493698,69,4,1.5763409328896447,0.3622234910950934,1
199,7,3,1.110753552529327,30,117,-0.08318376022278404,0.06798904629493698,9,4,0.5232830859235825,-0.11464337980102711,1
200,4,1,0.24025338122776266,8,6,1.3550902875001938,0.06798904629493698,73,4,0.7091168236234757,1.027552718153753,0
201,10,3,0.24025338122776266,23,109,-0.802320784084273,-0.7263897834399132,56,4,0.027726452057200486,-0.9027586873898251,1
202,0,3,0.24025338122776266,30,12,-0.08318376022278404,-1.51456252856746,105,4,0.18878235806377455,-0.5472501519013999,1
203,10,1,0.24025338122776266,27,6,1.3550902875001938,0.06798904629493698,73,4,1.3905071951897516,0.8904891863991792,0
204,4,5,0.24025338122776266,38,18,1.3550902875001938,0.06798904629493698,67,4,0.8949505613233689,2.755124316310357,0
205,10,1,0.24025338122776266,30,6,1.3550902875001938,1.6567467057646377,73,4,0.3993939274569869,0.3893506484215196,1
206,4,3,0.24025338122776266,21,14,-0.44275227215352847,-1.51456252856746,59,4,0.2755047689903912,-0.9798569240017728,1
207,4,4,-0.9374821446508234,28,117,-0.08318376022278404,0.06798904629493698,29,4,-1.0748870582955,1.1760382108878742,1
208,4,4,-0.9374821446508234,30,117,-0.08318376022278404,0.06798904629493698,29,4,0.002948620363881357,0.46216564966613677,0
210,0,3,0.24025338122776266,30,6,-0.08318376022278404,-1.51456252856746,69,6,0.3993939274569869,-0.4944235823709913,0
211,2,1,1.110753552529327,30,6,1.3550902875001938,0.06798904629493698,69,4,1.0188397197899646,0.402200354523511,0
212,7,3,0.24025338122776266,30,91,-0.802320784084273,1.5822736904769952,56,4,0.027726452057200486,-1.1083539850216855,0
213,10,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,59,4,0.15161561052379613,-0.8228049605329906,0
214,8,4,-1.0910998219393349,22,12,-0.08318376022278404,1.6567467057646377,59,4,-1.2731097118420527,0.5335529057883105,1
215,4,4,-0.9374821446508234,27,117,-0.08318376022278404,0.06798904629493698,37,4,-0.8394976572089685,-0.27614990805183287,0
216,10,3,1.110753552529327,11,51,-0.08318376022278404,-1.51456252856746,101,4,0.8949505613233689,-0.7656951556352516,1
217,7,3,-0.5790408976442973,30,117,-0.08318376022278404,0.06798904629493698,58,4,-0.5545525927357988,-0.1346318115152357,1
218,4,4,-0.5790408976442973,30,45,-0.08318376022278404,0.06798904629493698,29,4,-0.5917193402757772,0.03384211293309434,1
219,4,0,-0.9374821446508234,14,117,1.3550902875001938,1.6567467057646377,29,4,-0.5669415085824581,0.2194489788507459,0
220,4,3,0.24025338122776266,30,45,-0.08318376022278404,0.06798904629493698,98,6,0.15161561052379613,-0.6395538740673706,0
221,10,0,-0.5790408976442973,27,45,-0.08318376022278404,0.06798904629493698,29,4,-0.4182745184225436,-0.3230941676777744,1
222,16,4,-0.9374821446508234,30,38,-0.08318376022278404,0.06798904629493698,56,4,-1.0872759741421596,0.3393795691359979,0
223,7,3,0.24025338122776266,30,45,-0.08318376022278404,-1.51456252856746,29,4,0.027726452057200486,-0.47300740553433923,1
224,4,1,1.110753552529327,27,6,1.3550902875001938,0.06798904629493698,73,4,2.901954928482217,1.9003904213083465,1
225,0,3,0.24025338122776266,30,12,-0.08318376022278404,0.06798904629493698,105,4,0.15161561052379613,-0.4187530908814872,1
226,4,3,0.24025338122776266,14,12,1.3550902875001938,-1.51456252856746,34,4,0.2755047689903912,-0.380189695124289,1
227,2,3,0.24025338122776266,30,51,-0.08318376022278404,0.06798904629493698,65,4,-0.09616270640939516,-0.5087010335954262,0
