PCA1,PCA2
-1.5492120032532901,-1.1315503557999969
-1.5578649161392195,-1.1040745779840329
-1.5469375131966623,-1.1369575509918142
-1.5526034291294608,-1.1109280255004708
-1.5516723340828715,-1.1147446038579854
-1.5444175820847306,-1.1206603948552678
-1.5452817656597,-1.10634926916958
-1.5438136637845272,-1.117524323634239
-1.5385726812361564,-1.1177444767979146
-1.5371266127663268,-1.1078063371336397
-1.5381610315135434,-1.1140420944551772
-1.5405901401091397,-1.1042839597727743
-1.5266342137869255,-1.1261088361533502
-1.5310301795354084,-1.0946623548535896
-1.5218064215654423,-1.1184221237184844
-1.5188451653583024,-1.122086983725017
-1.5141439847798737,-1.1579805746242735
-1.5212786402829699,-1.1238697168756213
-1.5225957960778624,-1.1240755631465216
-1.526723026023942,-1.1272963351439789
-1.5163501925524163,-1.1509088513676815
-1.5222478973235398,-1.1243718694201248
-1.5250905352214632,-1.147155909200962
-1.5361635615060123,-1.1202720683235083
-1.5179232959440065,-1.1465899996184379
-1.5172186557145777,-1.170493085747424
-1.5183402087856428,-1.1709995468991914
-1.5109509307439648,-1.1626480093215052
-1.5152494548871949,-1.1281202724823318
-1.5140666979949244,-1.1346593620711236
-1.5008833592401154,-1.1619180245065401
-1.5091930419528303,-1.1596203780269367
-1.5120570171305436,-1.1528967823687626
-1.5202990227056026,-1.131338095131011
-1.509222488149834,-1.1567604037835881
-1.5193406125413045,-1.1549421506956876
-1.5206352386805275,-1.211763259835601
-1.5445038535207605,-1.1764815192884805
-1.5553738739003826,-1.1660080997558873
-1.5462730822942978,-1.1587370540566908
-1.5461608180569377,-1.1444372781043899
-1.557428454283772,-1.1341248249674103
-1.5534231502375253,-1.1483150812235112
-1.5640334626967183,-1.1265575276615352
-1.5597456800981464,-1.1521870850860505
-1.5752255954835483,-1.1148939322147566
-1.5876435591067086,-1.039564093580531
-1.5754002814834416,-1.113864574613521
-1.5724642283312582,-1.123178491514431
-1.550158114870233,-1.148926774297714
-1.5501972830610922,-1.1275913706791652
-1.5422942914306312,-1.153738952625677
-1.556351522993034,-1.116535067242363
-1.561642105600846,-1.1182323600686337
-1.5493058558065904,-1.13360847854259
-1.5458130553855605,-1.1173918687654554
-1.5439156073351494,-1.1109726587416016
-1.5424842515573922,-1.1066309969879158
-1.5447585568698943,-1.1307235878003357
-1.543845187911455,-1.137760962526267
-1.5509132954384874,-1.1262054067587361
-1.557974267472721,-1.1103388172788786
-1.5706491989559193,-1.1056827657775676
-1.5702823837994022,-1.112170473076673
-1.5704045200659202,-1.1034619857288812
-1.56048877592852,-1.1130130382975125
-1.539605039681066,-1.1500192487931795
-1.5591595614739944,-1.0436315403006526
-1.5502821810743648,-1.07288915927585
-1.540407548379473,-1.1388719029194545
-1.5574029634410294,-1.076893091765827
-1.561494819304905,-1.08273070958155
-1.5598968533698152,-1.1196885712470002
-1.566188236672682,-1.1119405176766788
-1.5767873307236153,-1.1416414373881643
-1.5827615807027082,-1.1451711706977925
-1.5905182632990242,-1.1413801108250918
-1.5907879641017846,-1.1562736156460378
-1.5882860889772181,-1.1461555518614999
-1.5984102273931746,-1.1270269108345468
-1.5961572076214563,-1.1144674097326714
-1.6028671372086145,-1.1279638931082356
-1.5972521914701654,-1.1885136420724158
-1.6113676320927837,-1.1492488110560701
-1.6135843183387653,-1.1607979745507087
-1.6309191452743788,-1.1668197794936195
-1.6221391202031041,-1.1975635774172206
-1.615124377285267,-1.1566390437168923
-1.6175628255147898,-1.1366364863071925
-1.6307134560004535,-1.1002921177016942
-1.6245551040227681,-1.1090827076094982
-1.6173268711835822,-1.1377051708008943
-1.613109474762584,-1.1500813361550708
-1.599891391733375,-1.1675814825303021
-1.6161806124867912,-1.1043929465696158
-1.6262963065967684,-1.1285961267387636
-1.6347273117645822,-1.1183988407253063
-1.630400425249491,-1.1537528704041173
-1.6366503685358917,-1.1100602158275197
-1.635374528497986,-1.1010586011005163
-1.6309984973269855,-1.1085643904570195
-1.6224227570468612,-1.1099537716381764
-1.6240842725581741,-1.115002949606136
-1.6350293945229606,-1.0966809672240063
-1.6344498807019023,-1.0961306540903706
-1.6327285805910488,-1.112349749576566
-1.6313676588641337,-1.1137564227445722
-1.6357629604772774,-1.1154742047920891
-1.6334027625803598,-1.1058651682356837
-1.6274273794707366,-1.1137066525769612
-1.625673519800943,-1.1112887535936637
-1.630411593041498,-1.0993006031052817
-1.6374244750449134,-1.1196434682735
-1.6471355327213124,-1.1020590760476954
-1.6421525595293933,-1.1340627367617429
-1.6436852388728471,-1.1065287782064501
-1.6519786123196807,-1.102004265289963
-1.6555507268554588,-1.114213894792416
-1.66562048358639,-1.0950352508611485
-1.6481805116326254,-1.1239961508328447
-1.6496259372183935,-1.0971879097631971
-1.6473140014283523,-1.1178164766339882
-1.6480631206287635,-1.1251452066186123
-1.6650081195660817,-1.1089267848642808
-1.646961721502565,-1.1173198506570594
-1.651194550668941,-1.1077013828845375
-1.643064093434168,-1.1389002885160242
-1.6338269711579583,-1.1143513491344361
-1.6299015072610445,-1.1026273628677938
-1.6351906188950174,-1.0905519781670274
-1.640299117574164,-1.096620664173623
-1.648657022639167,-1.0797738380539414
-1.6486822963942598,-1.079877413477503
-1.6275233414100019,-1.106548632236259
-1.624263762546888,-1.0976231094900109
-1.6256248730202039,-1.0970812378228163
-1.6227064723530702,-1.096765436924427
-1.6255898936130975,-1.0814876331342624
-1.6326322187675775,-1.074260988469599
-1.6327524350461242,-1.0910771839489255
-1.6265707041053399,-1.106396404369949
-1.639720757164635,-1.088253603739269
-1.6491084291500524,-1.0698276897019423
-1.6450853359670174,-1.0858969661259967
-1.6288622731823719,-1.1039207866450895
-1.6325042333065232,-1.0824675515481155
-1.6125630759733072,-1.111208370438161
-1.6203343608449643,-1.0746709165182442
-1.620312362050356,-1.0946783111956082
-1.612622146071024,-1.110514962572314
-1.6055562946363355,-1.1212438630128243
-1.6113927991198314,-1.097439725638502
-1.6129181608124936,-1.0834112017469186
-1.6125478912306448,-1.086064021867044
-1.6075283036901573,-1.1082678922023559
-1.5967617366661737,-1.1234797177435873
-1.59095378941456,-1.1209166115056148
-1.5969230239724563,-1.1080649624928653
-1.5963450862689421,-1.108869032970493
-1.5973945015692443,-1.1169220113423388
-1.602315414107449,-1.1035651014148093
-1.6090052039952127,-1.0831375660260494
-1.600399442395437,-1.088460476054833
-1.5945216550973884,-1.097171812746438
-1.5879273929573614,-1.112412237996863
-1.583686728573905,-1.1161062688174976
-1.5799364836175163,-1.1233817230407104
-1.5809721719918728,-1.122130599692349
-1.5919329401579336,-1.1031842973164996
-1.5956371734973094,-1.1126281478509767
-1.6009355409498067,-1.0975757980319467
-1.6075139297718757,-1.0843727877990976
-1.601861358583803,-1.0861265193057654
-1.5972425283440934,-1.0900825086667683
-1.5906809668204636,-1.1011539502286156
-1.5832602207366195,-1.1144175007422576
-1.5916428549177786,-1.101829185532834
-1.5915395919005466,-1.1121314069990007
-1.5898176291731265,-1.1128027079754281
-1.5789315653191343,-1.121202767104783
-1.588631909585744,-1.1152668339520737
-1.5981998088381426,-1.1067063077517858
-1.60225688641563,-1.105549935283377
-1.610242102108209,-1.102766917789975
-1.6086053036953074,-1.1155122441297372
-1.6033202020665083,-1.106627654048371
-1.6013120910839962,-1.0932425256143763
-1.601248360818743,-1.0888752101219008
-1.6056744860122336,-1.1015237525759025
-1.599167522420527,-1.1185007255854993
-1.602117110054959,-1.134025356066996
-1.6162193824199749,-1.092249718761108
-1.6186578779892933,-1.108121387283361
-1.613546090934092,-1.1067726452246045
-1.625051051661366,-1.1127563419216253
-1.615309367740108,-1.1798698485089731
-1.6366471009630479,-1.0979879287264147
-1.6320587536759192,-1.131820430959765
-1.6391233134334922,-1.113819913436173
-1.6595123872245092,-1.0530311712732936
-1.6461627684358158,-1.111404368216089
-1.6388660984665517,-1.118818138346003
-1.6448381416621376,-1.1070007662544321
-1.6467699820833348,-1.1074196459601626
-1.6493895135201728,-1.1090936771991007
-1.6551769491412092,-1.0875801471236635
-1.649396034014613,-1.1359902081900661
-1.6433526494296504,-1.1153358321419948
-1.629768147565861,-1.12696518441266
-1.639584218435237,-1.104375828465897
-1.644566010570516,-1.081620935282083
-1.6352173469098066,-1.122038990208779
-1.6230325553777154,-1.1377201300115936
-1.6316333097759423,-1.1221569374562406
-1.637472980962842,-1.094001030744974
-1.6439016590028237,-1.0857850742066233
-1.6343053051289245,-1.1081195265453785
-1.6282342396021827,-1.1098630234794984
-1.6279984243399443,-1.1119680186219658
-1.6310257887361739,-1.1109775368139123
-1.6398209035425289,-1.0911489498766889
-1.626113323885578,-1.1127519317072947
-1.6195263371080408,-1.108555184773221
-1.6207170889489044,-1.1059088683982787
-1.6138463815732618,-1.107461656983397
-1.603041008656672,-1.1147453869687443
-1.605576220566567,-1.1011904742246212
-1.6080700523239155,-1.0972151990036398
-1.6070344520476896,-1.0880057817736375
-1.6042327281783924,-1.0830858578282547
-1.6121064049131986,-1.0747957693423298
-1.620156590300184,-1.077845147881866
-1.6199832842457005,-1.0796192356330352
-1.6262581634980857,-1.0673081091529206
-1.6219140253922928,-1.0566819714092779
-1.6141252522018037,-1.1173617067511477
-1.6339608445044025,-1.047435222646873
-1.626465035917028,-1.0658080593882218
-1.6193967834513907,-1.0698476764357072
-1.6263559422069678,-1.0668256222797488
-1.6211595973996258,-1.0945576589898043
-1.6281340417449197,-1.0959613505389219
-1.6379897248668183,-1.1095825019941519
-1.6474793055396029,-1.1031787375853392
-1.636226627686352,-1.1236766588517084
-1.6451669530438737,-1.1230261322487318
-1.6518600759599384,-1.1014220178870906
-1.6506402317728166,-1.102794088027068
-1.6503778252022057,-1.0853746169258358
-1.6531907851496375,-1.1273390065833728
-1.6491790800229742,-1.1570546255234446
-1.6633740337403828,-1.1487339790714297
-1.6451437717865902,-1.1979122652295386
-1.6154600867005224,-1.2064549495785761
-1.6608398313561212,-1.0772871895979086
-1.6696942588728223,-1.080703963112838
-1.674457808103841,-1.0703879569958759
-1.6683726263573007,-1.0733897299142368
-1.6711643846682798,-1.0787682680072588
-1.6872286867559805,-1.1256431586949287
-1.6896529382928567,-1.099616351226842
-1.6957036280261548,-1.070109256450131
-1.7066107477650103,-1.0837403861094137
-1.7088362919129865,-1.102489462670694
-1.7230402345335616,-1.158143913548604
-1.7466599788703778,-1.1128826660302262
-1.7519728648360497,-1.1522774405784302
-1.7757575067051137,-1.0941812683120125
-1.7709401605505901,-1.18602993051979
-1.7506479735204057,-1.1023721806759943
-1.741302068086454,-1.1190129278305254
-1.7806645368289207,-1.0880532009642419
-1.7711591522680235,-1.136749785142214
-1.7707527897662636,-1.1002867609289284
-1.7714249584427515,-1.0594997209536754
-1.7773007267621954,-1.0627137772732906
-1.791565267153071,-1.0865676439232068
-1.7915717747611426,-1.1185521008128652
-1.8135671978398105,-1.089189335812744
-1.8230358735693668,-1.0594568169277248
-1.7963867152729214,-1.0980592758162064
-1.7831330904450229,-1.099338485531923
-1.7778517661941549,-1.0861122876583456
-1.7751228232497274,-1.082727660223572
-1.780703480542741,-1.0421783916724114
-1.7621960675278188,-1.0778859830081013
-1.778988179218607,-1.061416985890277
-1.7947316903383108,-1.074008061911009
-1.7998330476959883,-1.04443868555224
-1.8026687699838162,-1.0313039961038972
-1.811976748489957,-1.0429301633244918
-1.8245182758731595,-1.052500715284281
-1.8066762325011554,-1.1088575597869579
-1.8188830093527757,-1.0609345399414256
-1.8358032070967412,-1.0327608299453435
-1.8324513690306892,-1.063967804684961
-1.8443542012798846,-1.0626042819264174
-1.8524670890254962,-1.106337414701419
-1.8506383133304958,-1.1022141333959024
-1.8368827657804638,-1.0748210692166649
-1.8340318894209566,-1.0697674227494611
-1.8330738297713411,-1.0418239376461709
-1.8424251177619464,-0.9694279517828032
-1.8483071961040842,-1.0338161790155482
-1.8467042943733825,-1.043104965517717
-1.837591124325338,-1.0559399257501596
-1.8418741271365573,-1.041962306492786
-1.8359078526268606,-1.0525605937542453
-1.812691673375348,-1.064467311968304
-1.814438568460365,-1.0614145639696189
-1.816717541159254,-1.043723074604749
-1.8248557634838873,-1.0455108550869943
-1.8293666167534741,-1.035707338064991
-1.831551640884906,-1.0238585828324434
-1.8134146250981678,-1.0575739034915344
-1.8112804012771806,-1.0539186342416555
-1.8149862112607593,-1.0519089423168884
-1.8051839069446602,-1.0870252968164382
-1.8274442286899617,-1.0217178737346624
-1.8341625196443971,-1.0025787068162542
-1.8473825277696265,-0.9500526770426386
-1.8447303569218627,-0.9566068804667239
-1.8395441307268208,-0.9926947374051945
-1.8312170863766848,-1.00561671159135
-1.8218242977266128,-1.0163728462076917
-1.8127878991448303,-1.0135123908213493
-1.8038975596408469,-1.0377648432113444
-1.7931609117548528,-1.0590750558712423
-1.8052952127963788,-1.0493487895349471
-1.8064038956976234,-1.0459901665132196
-1.8110600744799203,-1.0413068716755047
-1.822558410831119,-1.030175101426801
-1.8214345782004022,-1.042282324168102
-1.8318224830371574,-1.0371868883859967
-1.8245441069388637,-1.0734226343781457
-1.8221819441273566,-1.0578526967447546
-1.838066875196321,-1.0397342611084524
-1.8328969451651012,-1.048552765980327
-1.8350923540024613,-1.0577909158299674
-1.8368268105852785,-1.0529151889276753
-1.8366789198756515,-1.0296184734219551
-1.8341103346382825,-1.028317897447702
-1.817644904368895,-1.0519395338178796
-1.8275720166960563,-1.0384361090437364
-1.8320435324511535,-1.044587058546523
-1.8356795398947028,-1.0397397752204134
-1.8289562031074884,-1.0449245046054636
-1.823298777237491,-1.0548392478234094
-1.8170852387635423,-1.0747444735780205
-1.8076854174473733,-1.0696458552808628
-1.8108055495876005,-1.0404722268027689
-1.812916309952102,-1.071537418990059
-1.8207894961367352,-1.0575148462156683
-1.8186850592375303,-1.0692461109245466
-1.8220433649221086,-1.0426404350363347
-1.8316456702905395,-1.0607360979506821
-1.8375673694924333,-1.0413434229294083
-1.8413683529502902,-1.0381542253108185
-1.8390850104860597,-1.070139267150134
-1.8524366786571724,-1.0347643737455403
-1.8445297583205835,-1.0578362895225373
-1.8437282543858773,-1.0583123031328439
-1.8483038686463384,-1.0546709395909506
-1.854229038860767,-1.058653389696623
-1.8695964642893113,-1.0338980119233654
-1.867759907616788,-1.0522797245941438
-1.862958459325096,-1.0513461131602695
-1.8713502394249013,-1.0506069315629836
-1.873796415267362,-1.0569540134207571
-1.883657055863915,-1.0307139644653918
-1.8669612195155763,-1.0534733279199386
-1.860295591568097,-1.0437198494495452
-1.8494997076517952,-1.0593116365624708
-1.8484874985933992,-1.037674589128129
-1.8488896799065795,-1.042090959767119
-1.844395798381222,-1.0415274228891918
-1.825192912908376,-1.0865946266755424
-1.8282115435017365,-1.0598673752928909
-1.8323966708030106,-1.0630490380640671
-1.8216241462671199,-1.0523947872825705
-1.8244263503422133,-1.0421100859266068
-1.8185328044164464,-1.068240483383737
-1.805973072423044,-1.077176186372875
-1.8168782269677746,-1.0473596232792708
-1.8294762710701447,-1.0414144713061237
-1.821395397118832,-1.0512927472418432
-1.819424195669732,-1.0575388943337263
-1.7953542880068678,-1.096960616520807
-1.8016514636905492,-1.0530694528970272
-1.8063844885807685,-1.0451582465860134
-1.8155875003416957,-1.0345734649743143
-1.8126559241443356,-1.0342090255814382
-1.7948035407451732,-1.0575231148485562
-1.7973945617143905,-1.0368129060478848
-1.7951895716291846,-1.0625423215637657
-1.8013149226952976,-1.0486747916527788
-1.7867915793896192,-1.0724356806575137
-1.783603891577188,-1.07475696599705
-1.786023334353769,-1.112051784055813
-1.794111251721629,-1.0725439316858278
-1.786022914750589,-1.0881524884978429
-1.7883103002233722,-1.0761647605478073
-1.7784375824391654,-1.0832973832674648
-1.7839507570717972,-1.0617721843755048
-1.7874194723831107,-1.0536780281157967
-1.7753225490030797,-1.074370828856394
-1.7633092627519271,-1.105660268227795
-1.7753963283022123,-1.0613241989084392
-1.7622799706999726,-1.08540344098403
-1.761753575276597,-1.0862744158365316
-1.754268737259606,-1.1131541799661862
-1.754738041402797,-1.132604889600772
-1.75654967506886,-1.1266692840780281
-1.767963427716053,-1.0849898861242948
-1.7697020576965512,-1.0805282218177297
-1.7823944576506479,-1.070599917533117
-1.783559545174265,-1.0588791780851543
-1.784676636165751,-1.0523908016857997
-1.7776105233897341,-1.0519410508047498
-1.7728291413856732,-1.0561165337213236
-1.7690536072455687,-1.0678509124278606
-1.779114548904215,-1.0622660427175192
-1.788344047238821,-1.0255464124225677
-1.7753597763944031,-1.056501078089953
-1.7702973351772389,-1.058933076309969
-1.7686729346732966,-1.0634406946095156
-1.7596141164665755,-1.0817279929108978
-1.7451993749034536,-1.0929213637980406
-1.7412464310469635,-1.094447179333289
-1.7486474910478311,-1.0712381862653033
-1.7409275110067617,-1.0860210042142386
-1.7403750259773676,-1.0767843735984441
-1.748368846423872,-1.0550379795445957
-1.7416675051267319,-1.066379163954733
-1.7390843244152612,-1.0791439854018208
-1.7356771570260732,-1.0867075353881903
-1.7446294661732595,-1.0581066233023984
-1.7498834335594957,-1.0651774630355257
-1.7521172093268738,-1.0689238932059932
-1.748820941416318,-1.087032346077917
-1.75474147603324,-1.0588247856386952
-1.7385903611755011,-1.1093722859076296
-1.7568803206314327,-1.073039947994131
-1.7634034701091459,-1.0617058145885934
-1.7575875147087445,-1.0628753961160515
-1.7517119590015828,-1.0687298324001346
-1.7215189839066465,-1.1793266040633952
-1.747538081180893,-1.0550763625272155
-1.7473043551036624,-1.0588274536798803
-1.746030446641567,-1.0547207639495093
-1.7567195453571784,-1.0494160413897737
-1.7615946773320146,-1.0510567302814866
-1.7660023686530832,-1.0533483980471026
-1.7635229781905084,-1.0797978052807549
-1.7702355866728863,-1.0429361952177174
-1.773920580840499,-1.0296706436941425
-1.7647139565852834,-1.0459413461820548
-1.760637116599897,-1.044324125208378
-1.7378470212826778,-1.0898974862209794
-1.7383752992438404,-1.0620200967198383
-1.7389327144669762,-1.0503092468783701
-1.7316091074091087,-1.0619218612340557
-1.727194477854512,-1.072240855142152
-1.7236019185703102,-1.078970436031292
-1.7049847477383073,-1.1252806380482467
-1.7161144500521437,-1.076266548310602
-1.715483359990486,-1.0709945907575298
-1.7137723865799248,-1.0751784066582843
-1.7161509364979137,-1.066690119015158
-1.7038483716472648,-1.09612808694981
-1.7102944770573032,-1.0748709789489037
-1.705948658138095,-1.0737770735027876
-1.7039169300564565,-1.0788660173198754
-1.7037972890253845,-1.0858305906837844
-1.7067906939099053,-1.0883351151993184
-1.7042627717060124,-1.0838965735230575
-1.7130223998419083,-1.0536328451522792
-1.7159482431369046,-1.0570938201642637
-1.7088268459369071,-1.0719034197868926
-1.7060022753187911,-1.0692166203089581
-1.711937163269109,-1.0583420255033018
-1.7246887073053947,-1.0554386719024287
-1.724432366055756,-1.0451619038379083
-1.719720529932951,-1.059638502936078
-1.7137818578852229,-1.059813092356823
-1.7019889561271122,-1.0801633274616744
-1.7025015169170832,-1.0674733142095307
-1.702905335945414,-1.0608961297325517
-1.7022226074779607,-1.0669314738555689
-1.7016608680148282,-1.0730806725246795
-1.6946286690258896,-1.0863962863347292
-1.7028219694568605,-1.0795409894948635
-1.700256231321738,-1.110843349069898
-1.71708678072614,-1.0596040091906178
-1.7161604063138973,-1.0526534302739012
-1.7111518160300543,-1.04601946169958
-1.6995245205468972,-1.0671774778631897
-1.6887358524074612,-1.096490245617482
-1.6841184002515703,-1.0949905446877561
-1.6842144214396317,-1.0870765565125364
-1.6863466253771615,-1.077098722700998
-1.6793036511402872,-1.091344406982317
-1.6685169077391033,-1.1134334696858919
-1.6683720001789764,-1.1080465020895744
-1.6616565433908574,-1.1335148591393467
-1.6705220308921596,-1.095284717143493
-1.6658295822449853,-1.1011172029525038
-1.6639106545920916,-1.1128630734093332
-1.6707342883686112,-1.1067910180072003
-1.680254262977463,-1.0902476550689055
-1.680489277772874,-1.0622435192595576
-1.6764035231641632,-1.0733154017562556
-1.6696593053597375,-1.1088285738258112
-1.678832324955113,-1.110670211864867
-1.6900595574569952,-1.0927538513261064
-1.6906028045544634,-1.07539953911811
-1.6790793010760319,-1.0931284870703857
-1.6794986430039063,-1.0816511380493494
-1.6724405557035642,-1.0918163207101148
-1.6772276159260748,-1.0653541335030794
-1.6768797427797175,-1.0564053560586733
-1.6742167535057864,-1.070856662551883
-1.6623046040881369,-1.0928735411661492
-1.665240061145649,-1.0798812049642097
-1.6669747101643817,-1.0835565396282998
-1.667500902484469,-1.0692889262992442
-1.6657409240416063,-1.0778992684686215
-1.6611139314695682,-1.105710567039847
-1.666571482952942,-1.0867306475100034
-1.661208358360663,-1.0983143741965797
-1.6665082963295577,-1.0896603510138023
-1.6716722412609089,-1.0924688470343935
-1.6780074765275015,-1.1136509981993534
-1.6821209474723837,-1.0850987608857572
-1.683890800679451,-1.1028432661573584
-1.6905262244857782,-1.0893948006536773
-1.6955895840133985,-1.0677473544849878
-1.689683294408113,-1.07826416908046
-1.6821363027413545,-1.0794797915350673
-1.6851538682340619,-1.0563392454629488
-1.6729993641989893,-1.069403721135196
-1.6715160985948443,-1.0692590190624742
-1.6696017458092052,-1.0610865957225304
-1.666542055546512,-1.0829745788193934
-1.670351405229907,-1.0622678450560996
-1.6600382585381015,-1.0780484934152306
-1.6616042933782604,-1.0648235094772476
-1.6611168806951633,-1.0709556002938911
-1.6656653842986389,-1.0827417496050256
-1.6732328749868068,-1.0664907983981624
-1.6674630777300903,-1.0605431389983453
-1.6689275368835048,-1.0612449891112248
-1.6739728705621864,-1.0329701097559771
-1.6903856480730366,-1.0040634734941007
-1.67437968168408,-1.0673844802598254
-1.6639722402051424,-1.0794441897384601
-1.6619092628267824,-1.0750196989974097
-1.6634682178426736,-1.0706602017372164
-1.6560027333945182,-1.0902375714370494
-1.6631306610443373,-1.063426085608919
-1.6658613967021714,-1.0688154417824558
-1.6664085461167237,-1.0641961343762127
-1.6615796951317945,-1.0676180881464925
-1.6644657170833925,-1.0556140145280262
-1.65986645679863,-1.0617692804428227
-1.658897556324045,-1.0681341006135041
-1.6564998307639889,-1.0730821280915182
-1.6638866341832703,-1.064430126176371
-1.6457835311858164,-1.124078063203391
-1.653817919907906,-1.0609841908335027
-1.651262849542353,-1.0565393832957413
-1.649469166647781,-1.048583863237173
-1.6590222781720447,-0.9904044560662518
-1.6483030442883049,-1.028106534751214
-1.6488992012877812,-1.024722592849014
-1.6475291859320615,-1.0329391672457333
-1.6508426168566854,-1.0277328481972856
-1.634944752498912,-1.0721554421020658
-1.627853071323805,-1.0994319904629812
-1.6301795953968556,-1.0921144983221067
-1.6316234179026248,-1.0927262566599918
-1.6309708008471968,-1.0854906446752883
-1.6298249314695614,-1.0817333677788674
-1.6326745466806603,-1.0981437218273151
-1.6305230950656167,-1.0956481572607368
-1.628018397866419,-1.0923960477079835
-1.6258212606182032,-1.115443091522342
-1.6319466936807392,-1.079113615963646
-1.6315735219046477,-1.0972105876248377
-1.6270257541087632,-1.1291737002726308
-1.6409492698269146,-1.1224134494870177
-1.6537449616005022,-1.0792173457932706
-1.6520449772417756,-1.0929238515621815
-1.6488343656775928,-1.1013632700825333
-1.6486335139275687,-1.1211969644585214
-1.6511940130448413,-1.1359365310148748
-1.6641272299259156,-1.082511370841853
-1.6566330690214544,-1.0979753196891897
-1.6576614834410652,-1.0879738608825154
-1.6603896111519938,-1.1166376487708767
-1.6638422409690619,-1.1163796315012542
-1.6742665670796648,-1.0683323123835198
-1.6664790680545793,-1.0853830952028753
-1.6709624462509247,-1.0703920694765539
-1.6657709585738971,-1.0763207959422005
-1.6620835722625367,-1.0827074552421245
-1.6561224601445772,-1.0744042688188955
-1.6516716321390426,-1.0771818915958422
-1.64929424819556,-1.0761074592858837
-1.6466142323295292,-1.0819654171665951
-1.648234390288189,-1.0703421909753326
-1.648869475296301,-1.0898594851942789
-1.6488050901190296,-1.0806972621538706
-1.648919698021145,-1.0891503210721656
-1.6460434135405781,-1.0887553795237825
-1.6360807725616153,-1.1040269213443277
-1.6268976063373788,-1.1253287122578817
-1.629851294644656,-1.111164452593979
-1.6348824207024897,-1.0853892270267087
-1.6243245599840164,-1.1010525539270382
-1.6224659633995966,-1.095569138361261
-1.6164162328617637,-1.1150451836058128
-1.613692816171666,-1.1117582543309767
-1.615868700778978,-1.0936731957670445
-1.6160941751177875,-1.0842734173954804
-1.6203572902950083,-1.0748605069828636
-1.6137681609229764,-1.0907883378280783
-1.608810086708717,-1.0965582570799088
-1.6100642092422353,-1.0898485677832683
-1.5996488224801764,-1.1441598692638373
-1.6079050353394555,-1.1064526498475806
-1.6016025889776193,-1.108852530231893
-1.6032231325483823,-1.1067243591452591
-1.5979246686380912,-1.1237159693419676
-1.604919539911284,-1.1022367219632312
-1.6092966657323922,-1.0776356984791207
-1.6057919946511854,-1.08895691816816
-1.604142734541128,-1.102328518193211
-1.603848209706946,-1.100678777798236
-1.6030545600840547,-1.0884538758462232
-1.599175399019527,-1.094597458150871
-1.5881670054433612,-1.1420808798368345
-1.5963043712781178,-1.1074440214282224
-1.59527123623927,-1.0950710474501268
-1.593700894977216,-1.0922125913908112
-1.5857245607462647,-1.1236534405856586
-1.5703071326115496,-1.1552635679920948
-1.570825555665301,-1.137281724544788
-1.5744119386411044,-1.1435048079915386
-1.5882590390287987,-1.0968873474591054
-1.584448489059712,-1.0937933275954703
-1.5744419000388499,-1.1289373908109754
-1.5734963295552007,-1.1341117497281863
-1.5725925148075954,-1.1175598730227645
-1.5719981214955479,-1.1161225472489555
-1.575615644572705,-1.1372656421400522
-1.5810677172888246,-1.1295246169521047
-1.5697149672150557,-1.150586093452768
-1.5778569890475103,-1.1352304214484905
-1.5823665153729538,-1.1080860679550462
-1.5853330077568002,-1.1458928146055742
-1.5945938656532719,-1.1430848910052294
-1.5913784944858673,-1.2328216417397122
-1.6069237235898755,-1.210044669686859
-1.6046669478157733,-1.1306672351852889
-1.6090680417762804,-1.1106022193801148
-1.6021326614755036,-1.100541940525568
-1.6028989434362397,-1.1016988226383309
-1.6115850622768484,-1.1160337007921137
-1.6164302829479436,-1.1020168353752446
-1.6174977314622885,-1.1050177326987598
-1.624535217213734,-1.1125486347912026
-1.6323606450863355,-1.1563170555438207
-1.6363717270033762,-1.1535491968210125
-1.6507735820802003,-1.0772221060527674
-1.6477668579303604,-1.1247610335331724
-1.6393841292160776,-1.1343373219780655
-1.6366921409415611,-1.0955064496553415
-1.640655844454585,-1.0802715409910935
-1.6464476950929632,-1.079038932792972
-1.6407281941049792,-1.0816143890557168
-1.6313636103829832,-1.0871741156087067
-1.6439901304104572,-1.0897551593247037
-1.6552327751931344,-1.0820965314645274
-1.6557016649344725,-1.1078523523429262
-1.659845181315135,-1.0849862348565016
-1.6536448760082556,-1.078275388687537
-1.6534595517101878,-1.0599764564517304
-1.645321771451811,-1.0661916462388776
-1.6327249435651923,-1.0888736133512527
-1.633835629883134,-1.0678092978474039
-1.6342867020403835,-1.0609074927659379
-1.6304981356407935,-1.0744209599061822
-1.6329841797225182,-1.0663598599791533
-1.6396341914654236,-1.0661996558277378
-1.645128556389115,-1.0646099457989293
-1.6499601289656822,-1.0714101778042064
-1.6299678044264128,-1.1628421654322694
-1.6537495846885637,-1.0594113268245409
-1.6574398905815242,-1.1144919344663133
-1.6734192772402678,-1.075148180479338
-1.6720726119042488,-1.1045919602697076
-1.6877366847306055,-1.0394548402090118
-1.6783057259888718,-1.0710468746452788
-1.6705259526789284,-1.0743355401000583
-1.6641068492875895,-1.0660105541039606
-1.6666491578473621,-1.0393932093197447
-1.6615624840616132,-1.0508357347435668
-1.645581400579645,-1.0844976843417728
-1.6428323221592744,-1.0812253249496717
-1.646869698222861,-1.068401250428156
-1.6546287658009444,-1.0773985435367424
-1.6635799672510019,-1.048223226877262
-1.6588939276821935,-1.0609185440676028
-1.6529298877542318,-1.079238712030961
