PCA1,PCA2
-2.3238366082255695,-1.8044575599667778
-2.32254546960367,-1.8047084788451075
-2.321533216109824,-1.8048958435545228
-2.3213430975606455,-1.8048958547700142
-2.3209735041094173,-1.8049367659012538
-2.3215279132496667,-1.8047671092722612
-2.321723402657877,-1.8046792456217464
-2.3232769642240374,-1.8042818955962239
-2.3234190922175793,-1.804206192294255
-2.3225887261810163,-1.80435210729904
-2.3223210003765975,-1.8043698041639706
-2.322797802504123,-1.8042178331291503
-2.3233255384550535,-1.8040542549611756
-2.3235452586678056,-1.8039608694362765
-2.324048748778164,-1.8038028165691946
-2.3243436486548936,-1.8036922986102475
-2.323743676307754,-1.8037857099926389
-2.321965076875171,-1.804147714632041
-2.3204144289897517,-1.804457772180417
-2.3200715237638723,-1.8044926014241296
-2.3198547317828586,-1.8044986911559053
-2.3199459259529958,-1.804434594987091
-2.320168088550525,-1.8043406528755581
-2.3209262033973665,-1.8041245744564323
-2.3213520717014875,-1.8039842105547663
-2.3227504337931975,-1.803622228401614
-2.3246120110975363,-1.803154685733016
-2.3248826651336936,-1.803049693074962
-2.326719981803947,-1.8025876790784996
-2.3262461229441893,-1.8026523508936878
-2.3273898457484195,-1.8023483976085568
-2.327199727199241,-1.8023484088240487
-2.3279069079801613,-1.8021439375933432
-2.3287183842416708,-1.8019156988256713
-2.3282445253819133,-1.8019803706408595
-2.3276178650519417,-1.802079863855512
-2.3279418805027667,-1.8019627108489122
-2.3279554822111774,-1.801916296958294
-2.3265867217830407,-1.80218490480204
-2.3259358156124974,-1.8022899233175858
-2.3264877971614837,-1.802120819903983
-2.3256307579356013,-1.8022728133697858
-2.325135066033021,-1.8023424606417202
-2.3251244073498625,-1.8023015753679723
-2.3255478628562334,-1.8021617613104546
-2.3254862703496704,-1.8021324831698613
-2.3252452179770873,-1.8021441015185073
-2.3254916264151886,-1.8020446341060812
-2.3255828205853257,-1.8019805379372664
-2.325315094780907,-1.8019982348021975
-2.3247660562571726,-1.8020800390514335
-2.323858083207885,-1.802243639650391
-2.322821584115983,-1.8024365296054334
-2.322221611768844,-1.802529940987824
-2.322058166408984,-1.802523873742298
-2.3227386742431024,-1.802325480917345
-2.3230602621026644,-1.8022088811261368
-2.3225112235789296,-1.802290685375373
-2.3219621702616817,-1.802372492995852
-2.3215683460059116,-1.8024189260014765
-2.321300605650496,-1.8024366261823834
-2.321110486858801,-1.8024366374531406
-2.3203310548881584,-1.8025709452695047
-2.3197820163644236,-1.8026527495187408
-2.3200259972112622,-1.8025538353217054
-2.319940158864126,-1.8025300824820056
-2.3193401865169867,-1.8026234938643972
-2.319045772729736,-1.8026472725615885
-2.3184458006251134,-1.8027406838887132
-2.3179476811312703,-1.8028108843760382
-2.3179370224481115,-1.8027699991022903
-2.3179530517477853,-1.8027230319962813
-2.3185583799179263,-1.8025417716053758
-2.3185477212347676,-1.8025008863316279
-2.3183042412709214,-1.802513057895665
-2.317961336045042,-1.8025478871393774
-2.3171819038318833,-1.8026821950110075
-2.3161187167571486,-1.8028811667983107
-2.3159043523673977,-1.802886703314696
-2.3164054000929792,-1.8027292070342489
-2.3172677953843803,-1.8024893645046651
-2.316793936524623,-1.802554036319854
-2.3172974118414675,-1.8023959868240151
-2.3181331337010325,-1.8021622228107166
-2.3179430151518545,-1.802162234026208
-2.318494996700841,-1.8019931306126054
-2.3184334041942773,-1.801963852472012
-2.3181414327918026,-1.8019870745825703
-2.317847033798065,-1.8020108499085188
-2.3171185206147973,-1.8021335540182375
-2.315929234846194,-1.8023612620015006
-2.315072195377795,-1.8025132555225705
-2.3149087502604524,-1.8025071882217771
-2.314051710792053,-1.8026591817428463
-2.31381065841947,-1.8026708000914928
-2.3133634727490318,-1.8027293934456623
-2.3134813403510046,-1.8026592187605632
-2.3128789404126024,-1.8027531833583454
-2.312509361997404,-1.8027940910630769
-2.3114219288395805,-1.8029985882065391
-2.3107443494797177,-1.8031096851831034
-2.309812130589858,-1.8032788110829545
-2.3101337186919366,-1.8031622112364798
-2.310251586051393,-1.803092036606648
-2.310779322002323,-1.8029284584386729
-2.310385482710523,-1.8029748948708064
-2.3106803973807657,-1.8028643735406165
